,0,1,2,3,4,5,6
4899,5935.0,Васильев Давид Тимофеевич,01-04-1983,Медведева София Ильинична,28-08-1991,28-02-2023,4876
4900,5663.0,Дмитриев Тимофей Михайлович,10-12-1996,Зайцева Виктория Никитична,30-10-1999,09-04-2019,4878
4901,5165.0,Князев Марк Вадимович,21-03-1980,Седова София Игоревна,04-10-1990,14-03-2019,4878
4902,9344.0,Пименов Демид Валерьевич,12-04-1986,Пахомова Майя Никитична,24-05-1985,11-07-2022,4878
4903,4861.0,Поликарпов Даниил Петрович,21-02-1986,Маркова Мария Леоновна,04-12-1994,20-05-2021,4879
4904,1515.0,Ефремов Дмитрий Всеволодович,17-12-1990,Самсонова Виктория Степановна,06-02-1995,08-09-2018,4880
4905,6374.0,Иванов Даниил Сергеевич,14-06-1991,Суворова Стефания Артёмовна,27-12-1990,22-05-2018,4880
4906,6765.0,Белов Евгений Артёмович,21-12-1986,Кудряшова Полина Алиевна,26-07-1981,08-04-2018,4881
4907,3399.0,Беляков Матвей Егорович,23-01-1992,Дубова Ксения Алексеевна,29-01-1988,07-09-2023,4881
4908,3991.0,Ефремов Дмитрий Всеволодович,25-11-1987,Самсонова Виктория Степановна,12-12-1994,06-12-2022,4883
4909,4612.0,Пантелеев Максим Алексеевич,23-02-1997,Кочеткова Полина Робертовна,05-08-1990,12-11-2022,4884
4910,4141.0,Сорокин Артём Даниилович,15-06-1983,Дементьева Екатерина Лукинична,15-02-1983,07-07-2018,4884
4911,7920.0,Винокуров Степан Николаевич,26-11-1995,Головина Анисия Михайловна,21-07-1982,09-09-2022,4887
4912,484.0,Воробьев Савва Павлович,24-03-1994,Борисова Вероника Савельевна,23-12-1982,23-05-2023,4889
4913,2674.0,Константинов Артемий Викторович,28-10-1982,Трофимова Ангелина Матвеевна,14-04-1998,22-06-2019,4889
4914,9414.0,Новиков Даниил Матвеевич,19-07-1992,Старостина Ульяна Даниэльевна,24-02-1992,03-11-2019,4889
4915,4106.0,Овчинников Владимир Алексеевич,23-07-1981,Крылова Елизавета Владиславовна,09-04-1988,19-04-2019,4890
4916,9074.0,Царев Мартин Андреевич,14-06-1999,Хромова Варвара Леоновна,29-03-1994,08-04-2020,4890
4917,3351.0,Васильев Егор Тимофеевич,16-12-1995,Розанова Виктория Кирилловна,11-09-1994,24-03-2019,4891
4918,8802.0,Князев Марк Вадимович,07-12-1992,Алексеева Ульяна Тимофеевна,02-03-1984,03-06-2021,4895
4919,4806.0,Иванов Даниил Сергеевич,31-05-1980,Кононова Алина Георгиевна,17-09-1991,22-05-2023,4896
4920,2662.0,Ильин Матвей Максимович,29-06-1994,Борисова София Фёдоровна,14-09-1989,31-05-2018,4896
4921,636.0,Филатов Лука Андреевич,02-12-1999,Петровская Амира Тимофеевна,08-09-1985,20-07-2021,4896
4922,6653.0,Винокуров Степан Николаевич,07-06-1985,Борисова Вероника Савельевна,16-12-1984,02-09-2020,4897
4923,7642.0,Макаров Тимур Артёмович,08-11-1997,Тихомирова Ксения Львовна,29-01-1989,13-08-2021,4897
4924,6911.0,Лебедев Тимур Максимович,11-02-1994,Зайцева Вероника Саввична,07-06-1983,28-12-2022,4898
4925,2686.0,Горбачев Александр Тихонович,30-09-1998,Кузнецова Ксения Вячеславовна,04-12-1998,05-05-2019,4899
4926,6032.0,Жуков Андрей Петрович,28-04-1984,Дементьева Екатерина Лукинична,28-08-1988,16-09-2023,4899
4927,2189.0,Кононов Виктор Максимович,10-01-1984,Лобанова Полина Андреевна,10-12-1999,23-12-2019,4900
4928,5875.0,Смирнов Степан Константинович,16-09-1993,Головина Анисия Михайловна,11-02-1984,11-04-2023,4901
4929,5430.0,Соловьев Илья Денисович,18-08-1995,Алексеева Арина Матвеевна,26-04-1992,08-05-2019,4903
4930,5784.0,Кузнецов Михаил Демидович,21-07-1992,Савельева София Мироновна,20-08-1999,23-01-2018,4904
4931,1168.0,Яковлев Даниил Георгиевич,17-05-1996,Кузьмина Айлин Степановна,18-10-1988,11-09-2021,4906
4932,3872.0,Яковлев Даниил Георгиевич,08-03-1993,Лобанова Полина Андреевна,20-03-1986,26-10-2022,4907
4933,1945.0,Романов Вячеслав Савельевич,22-01-1998,Кудряшова Полина Алиевна,09-10-1980,08-02-2023,4908
4934,4269.0,Дмитриев Тимофей Михайлович,08-04-1988,Дубова Ксения Алексеевна,10-10-1998,31-08-2019,4911
4935,1176.0,Васильев Давид Тимофеевич,26-10-1986,Назарова Вероника Платоновна,10-10-1988,18-08-2019,4912
4936,9722.0,Филатов Лука Андреевич,13-11-1999,Казакова Арина Александровна,12-06-1985,10-10-2018,4914
4937,1342.0,Васильев Давид Тимофеевич,22-12-1992,Зайцева Виктория Никитична,13-09-1985,16-04-2020,4916
4938,8745.0,Волков Герман Степанович,13-12-1985,Дроздова Марина Михайловна,11-02-1985,07-11-2023,4916
4939,6327.0,Иванов Иван Макарович,16-06-1992,Николаева Алиса Григорьевна,10-06-1990,14-05-2022,4916
4940,9532.0,Кононов Виктор Максимович,28-02-1995,Баранова Дарья Владимировна,31-10-1990,01-05-2019,4916
4941,7543.0,Фетисов Кирилл Артемьевич,09-01-1983,Григорьева Алиса Марковна,06-04-1987,11-01-2021,4916
4942,2692.0,Булгаков Иван Владимирович,07-06-1997,Хромова Варвара Леоновна,07-09-1996,26-03-2023,4919
4943,4299.0,Осипов Максим Максимович,11-02-1990,Старостина Ульяна Даниэльевна,29-01-1990,03-11-2020,4919
4944,8021.0,Воробьев Савва Павлович,02-09-1989,Баранова Дарья Владимировна,02-06-1987,07-12-2019,4922
4945,9777.0,Васильев Павел Артёмович,27-10-1991,Иванова Анна Григорьевна,05-02-1994,05-07-2022,4923
4946,6330.0,Буров Дмитрий Лукич ,21-09-1987,Толкачева Софья Ивановна,06-01-1985,07-07-2018,4924
4947,1922.0,Горбачев Александр Тихонович,01-11-1982,Климова Александра Артемьевна,27-11-1992,11-10-2023,4925
4948,743.0,Давыдов Иван Матвеевич,25-04-1983,Кузьмина Айлин Степановна,09-09-1987,04-01-2018,4925
4949,3538.0,Попов Степан Кириллович,20-12-1992,Старостина Ульяна Даниэльевна,02-07-1983,28-12-2019,4925
4950,6893.0,Герасимов Давид Петрович,24-08-1983,Вавилова Маргарита Никитична,14-08-1999,15-07-2018,4926
4951,6108.0,Пименов Демид Валерьевич,27-06-1987,Пирогова Агата Ивановна,03-07-1999,12-12-2018,4926
4952,9185.0,Круглов Роман Максимович,22-08-1989,Петрова Аделина Данииловна,05-02-1989,09-02-2022,4927
4953,3402.0,Елисеев Денис Никитич,06-03-1990,Вишневская Алисия Андреевна,22-10-1983,07-08-2021,4928
4954,7087.0,Савельев Роман Михайлович,04-06-1997,Латышева Злата Михайловна,29-12-1988,07-08-2021,4928
4955,3496.0,Власов Денис Степанович,24-05-1998,Морозова Ева Данииловна,31-05-1980,10-11-2023,4929
4956,712.0,Осипов Максим Максимович,01-05-1987,Васильева Анна Сергеевна,29-10-1986,26-04-2020,4929
4957,7332.0,Винокуров Кирилл Алиевич,30-06-1991,Казакова Арина Александровна,10-10-1997,28-10-2018,4930
4958,6004.0,Пименов Демид Валерьевич,15-03-1988,Григорьева Ксения Данииловна,17-06-1998,22-09-2022,4931
4959,6492.0,Давыдов Иван Матвеевич,30-04-1981,Петрова Юлия Никитична,10-12-1999,23-09-2018,4932
4960,9499.0,Егоров Максим Даниилович,27-06-1994,Алексеева Арина Матвеевна,30-07-1981,01-03-2020,4932
4961,4668.0,Герасимов Давид Петрович,23-02-1983,Колосова Виктория Дмитриевна,11-09-1989,18-10-2022,4933
4962,6186.0,Иванов Владимир Владиславович,01-11-1985,Смирнова Варвара Борисовна,05-10-1998,22-02-2022,4933
4963,2197.0,Смирнов Дмитрий Григорьевич,24-05-1990,Смирнова Ясмина Ивановна,19-11-1988,08-01-2023,4937
4964,3577.0,Шестаков Константин Степанович,21-09-1989,Ильина Вероника Олеговна,09-07-1981,30-08-2023,4937
4965,2777.0,Титов Артур Артёмович,09-06-1989,Медведева София Ильинична,28-10-1980,31-08-2022,4938
4966,609.0,Кононов Виктор Максимович,10-11-1987,Дубова Ксения Алексеевна,09-09-1994,11-07-2018,4940
4967,9366.0,Смирнов Матвей Максимович,23-07-1990,Петровская Амира Тимофеевна,12-10-1989,18-11-2023,4941
4968,8949.0,Дмитриев Тимофей Михайлович,27-07-1991,Самсонова Виктория Степановна,30-12-1988,31-12-2023,4942
4969,6614.0,Пантелеев Максим Алексеевич,31-07-1990,Григорьева Алиса Марковна,14-04-1990,08-02-2023,4945
4970,5930.0,Пименов Демид Валерьевич,23-03-1999,Борисова Вероника Савельевна,17-09-1994,21-01-2020,4948
4971,234.0,Гусев Богдан Александрович,21-02-1999,Суворова Стефания Артёмовна,09-06-1992,06-02-2021,4950
4972,3851.0,Винокуров Степан Николаевич,17-09-1994,Попова Вера Ивановна,14-07-1981,26-06-2020,4951
4973,5923.0,Овчинников Владимир Алексеевич,24-09-1993,Павловская Вероника Владимировна,29-04-1982,24-06-2023,4951
4974,1260.0,Елисеев Денис Никитич,04-02-1994,Ермакова Анастасия Павловна,26-01-1982,29-10-2021,4954
4975,9088.0,Ильин Матвей Максимович,14-09-1992,Колосова Виктория Дмитриевна,29-01-1985,10-04-2019,4954
4976,1356.0,Круглов Роман Максимович,18-06-1999,Кононова Алина Георгиевна,14-03-1992,07-01-2022,4954
4977,3408.0,Колесов Адам Петрович,27-08-1983,Морозова Дарина Артёмовна,12-02-1990,14-05-2023,4955
4978,1202.0,Давыдов Иван Матвеевич,02-10-1983,Иванова Анна Григорьевна,11-06-1994,05-08-2018,4956
4979,3889.0,Данилов Владимир Егорович,11-10-1991,Вишневская Алисия Андреевна,28-12-1980,17-09-2020,4956
4980,2337.0,Горбачев Александр Тихонович,25-03-1985,Колесникова Злата Никитична,26-06-1996,09-03-2020,4958
4981,6304.0,Власов Андрей Семёнович,01-07-1981,Вавилова Маргарита Никитична,05-10-1995,13-01-2023,4960
4982,424.0,Круглов Роман Максимович,28-02-1989,Архипова Варвара Макаровна,20-11-1984,24-06-2018,4960
4983,3844.0,Новиков Андрей Денисович,25-10-1996,Павловская Вероника Владимировна,08-08-1998,06-10-2020,4960
4984,6644.0,Горбачев Александр Тихонович,09-03-1987,Назарова Ульяна Арсеновна,28-04-1983,20-11-2018,4961
4985,9434.0,Попов Вячеслав Михайлович,29-11-1989,Старостина Ульяна Даниэльевна,17-05-1997,06-12-2022,4963
4986,8586.0,Суворов Матвей Богданович,20-03-1980,Павловская Вероника Владимировна,01-04-1981,15-04-2021,4963
4987,3237.0,Казанцев Марк Назарович,07-11-1999,Степанова Екатерина Владимировна,26-10-1997,07-02-2020,4964
4988,9976.0,Крючков Алексей Васильевич,09-11-1995,Маркова Мария Леоновна,19-02-1982,09-02-2021,4967
4989,9402.0,Смирнов Дамир Даниилович,30-11-1983,Борисова Вероника Савельевна,28-03-1997,30-10-2020,4967
4990,3372.0,Романов Вячеслав Савельевич,11-05-1991,Алексеева Ульяна Тимофеевна,01-06-1993,04-06-2020,4968
4991,6651.0,Степанов Андрей Григорьевич,16-02-1995,Дементьева Екатерина Лукинична,05-07-1999,16-10-2019,4970
4992,474.0,Ефремов Дмитрий Всеволодович,27-02-1987,Петрова Аделина Данииловна,07-11-1992,16-06-2022,4971
4993,9546.0,Смирнов Степан Константинович,01-07-1989,Комарова Мария Михайловна,11-12-1995,12-11-2018,4974
4994,611.0,Герасимов Давид Петрович,24-01-1992,Хромова Варвара Леоновна,30-07-1994,12-10-2018,4975
4995,2377.0,Смирнов Дамир Даниилович,30-11-1999,Емельянова Арина Артёмовна,05-02-1990,03-01-2021,4977
4996,3747.0,Казанцев Марк Назарович,18-10-1996,Пахомова Майя Никитична,02-09-1983,10-07-2022,4978
4997,9562.0,Ширяев Кирилл Ильич,09-02-1987,Кузина Полина Ильинична,01-12-1985,23-04-2021,4978
4998,1940.0,Медведев Артём Ярославович,30-01-1982,Павлова Агата Савельевна,07-07-1985,16-10-2022,4979
4999,6764.0,Петров Матвей Юрьевич,22-07-1983,Лебедева Мария Егоровна,29-09-1996,10-07-2022,4980
5000,665.0,Царев Мартин Андреевич,24-05-1997,Бабушкина Амина Давидовна,03-01-1991,19-04-2023,4980
5001,1005.0,Власов Денис Степанович,26-07-1987,Зайцева Виктория Никитична,28-06-1989,04-12-2020,4981
5002,3189.0,Герасимов Давид Петрович,10-08-1997,Князева Валерия Ивановна,07-06-1994,16-12-2020,4984
5003,3104.0,Данилов Владимир Егорович,15-09-1980,Панина Таисия Денисовна,08-12-1992,18-01-2018,4984
5004,8936.0,Дегтярев Илья Тимофеевич,04-06-1989,Михеева Аделина Елисеевна,03-05-1986,04-06-2018,4985
5005,2590.0,Осипов Дмитрий Платонович,12-10-1982,Морозова Дарина Артёмовна,04-05-1992,13-07-2020,4985
5006,7225.0,Васильев Давид Тимофеевич,27-12-1990,Морозова Ева Данииловна,01-11-1999,08-02-2021,4986
5007,3266.0,Царев Мартин Андреевич,17-09-1991,Куликова Дарья Георгиевна,13-03-1988,05-02-2019,4987
5008,6500.0,Дегтярев Илья Тимофеевич,24-12-1985,Комарова Мария Михайловна,30-01-1987,30-12-2018,4989
5009,8718.0,Константинов Артемий Викторович,01-12-1996,Кононова Алина Георгиевна,22-02-1999,06-08-2020,4989
5010,6088.0,Власов Андрей Семёнович,14-05-1992,Макарова София Тимофеевна,12-02-1987,18-01-2020,4992
5011,1021.0,Симонов Савва Дмитриевич,06-08-1992,Толкачева Софья Ивановна,15-12-1986,23-09-2018,4993
5012,3908.0,Смирнов Лев Михайлович,17-09-1987,Васильева Полина Михайловна,20-08-1999,08-01-2023,4995
5013,5708.0,Волков Герман Степанович,09-04-1981,Зайцева Вероника Саввична,13-06-1986,11-07-2018,4996
5014,6295.0,Новиков Андрей Денисович,16-11-1981,Львова Дарина Марковна,06-06-1990,27-05-2019,4996
5015,4425.0,Данилов Владимир Егорович,25-11-1991,Петухова Алиса Алексеевна,17-03-1993,12-12-2023,4998
5016,7198.0,Кононов Виктор Максимович,31-10-1999,Савельева София Мироновна,28-06-1983,02-03-2018,4999
5017,77.0,Попов Степан Кириллович,11-09-1985,Пирогова Агата Ивановна,08-02-1995,15-01-2019,4999
5018,4103.0,Попов Степан Кириллович,23-03-1993,Антипова София Игоревна,19-05-1990,24-09-2020,5001
5019,3679.0,Смирнов Дамир Даниилович,21-12-1996,Лаврентьева Таисия Артёмовна,28-03-1996,10-10-2018,5002
5020,8861.0,Степанов Андрей Григорьевич,30-04-1983,Петрова Аделина Данииловна,27-04-1995,01-10-2021,5002
5021,6708.0,Смирнов Дамир Даниилович,02-11-1981,Борисова София Фёдоровна,20-01-1983,22-01-2021,5003
5022,4468.0,Винокуров Кирилл Алиевич,22-07-1988,Старостина Ульяна Даниэльевна,29-06-1992,12-12-2022,5004
5023,7475.0,Филатов Лука Андреевич,21-02-1995,Колосова Виктория Дмитриевна,02-11-1990,25-09-2020,5004
5024,6202.0,Колесов Адам Петрович,13-01-1994,Дубова Ксения Алексеевна,25-01-1991,31-07-2021,5010
5025,6181.0,Круглов Роман Максимович,08-12-1992,Дроздова Марина Михайловна,09-10-1992,23-03-2018,5010
5026,6801.0,Медведев Александр Платонович,06-01-1980,Назарова Ульяна Арсеновна,07-11-1991,24-07-2019,5011
5027,3172.0,Муравьев Тимур Андреевич,20-10-1986,Назарова Алина Михайловна,29-05-1993,01-09-2023,5011
5028,6753.0,Егоров Максим Даниилович,14-01-1992,Вишневская Алисия Андреевна,10-01-1991,24-11-2022,5013
5029,2752.0,Новиков Даниил Матвеевич,31-10-1982,Иванова Дарья Сергеевна,09-10-1981,30-08-2021,5013
5030,994.0,Иванов Даниил Сергеевич,02-01-1992,Старостина Ульяна Даниэльевна,16-11-1994,27-01-2020,5014
5031,5577.0,Симонов Савва Дмитриевич,23-04-1998,Розанова Виктория Кирилловна,16-02-1980,19-11-2021,5014
5032,4820.0,Петров Матвей Юрьевич,13-11-1985,Лобанова Полина Андреевна,18-03-1988,29-11-2023,5016
5033,7274.0,Яковлев Даниил Георгиевич,17-04-1998,Куликова Мелания Платоновна,20-10-1984,12-12-2018,5016
5034,801.0,Титов Артур Артёмович,23-08-1988,Зайцева Виктория Никитична,06-03-1986,10-06-2018,5017
5035,7405.0,Титов Артур Артёмович,31-10-1987,Добрынина Милана Данииловна,24-02-1999,27-09-2020,5017
5036,5821.0,Миронов Фёдор Григорьевич,01-02-1981,Комарова Мария Михайловна,19-03-1992,23-04-2023,5019
5037,1892.0,Савельев Роман Михайлович,20-03-1988,Зайцева Ксения Артемьевна,04-09-1992,31-12-2021,5020
5038,7358.0,Левин Артемий Степанович,28-09-1985,Андреева Варвара Арсентьевна,13-12-1990,27-01-2022,5022
5039,8551.0,Воронин Савелий Иванович,19-07-1986,Кузина Полина Ильинична,19-02-1986,07-04-2021,5024
5040,7060.0,Титов Артур Артёмович,29-07-1995,Добрынина Милана Данииловна,29-09-1997,16-10-2019,5024
5041,9020.0,Осипов Максим Максимович,14-05-1985,Григорьева Алиса Марковна,30-10-1991,07-06-2020,5025
5042,1619.0,Васильев Давид Тимофеевич,21-02-1990,Пахомова Майя Никитична,27-05-1980,22-01-2018,5026
5043,9256.0,Булгаков Иван Владимирович,20-06-1985,Петрова Аделина Данииловна,12-08-1995,30-12-2022,5027
5044,8376.0,Королев Владимир Даниилович,23-01-1999,Маркова Мария Леоновна,17-05-1998,22-04-2018,5027
5045,1135.0,Верещагин Даниил Демидович,03-05-1994,Толкачева Софья Ивановна,31-07-1993,02-01-2022,5028
5046,1859.0,Осипов Максим Максимович,17-09-1998,Морозова Ева Данииловна,30-08-1999,30-07-2020,5028
5047,4689.0,Ширяев Кирилл Ильич,18-08-1983,Самсонова Виктория Степановна,01-03-1985,15-03-2019,5028
5048,3290.0,Корчагин Даниил Борисович,27-09-1996,Тихомирова Ксения Львовна,10-06-1983,05-12-2019,5030
5049,1499.0,Лебедев Тимур Максимович,20-04-1985,Трофимова Ангелина Матвеевна,19-04-1985,01-01-2019,5030
5050,8788.0,Жуков Андрей Петрович,05-12-1993,Комарова Мария Михайловна,24-12-1995,22-03-2022,5031
5051,5225.0,Медведев Александр Платонович,03-04-1984,Кочеткова Полина Робертовна,20-02-1988,26-01-2020,5032
5052,3939.0,Смирнов Степан Константинович,25-07-1991,Назарова Ульяна Арсеновна,29-03-1985,18-11-2019,5035
5053,3466.0,Дубинин Мирон Егорович,19-07-1994,Григорьева Алиса Марковна,10-02-1994,04-02-2018,5036
5054,5348.0,Медведев Александр Платонович,25-11-1998,Маркова Мария Леоновна,03-06-1990,15-04-2019,5038
5055,2097.0,Романов Вячеслав Савельевич,03-09-1980,Кошелева Эмилия Максимовна,26-01-1991,22-01-2019,5038
5056,4772.0,Родионов Михаил Дмитриевич,12-11-1991,Назарова Вероника Платоновна,21-11-1983,03-07-2023,5039
5057,3718.0,Власов Денис Степанович,04-07-1980,Старостина Ульяна Даниэльевна,28-03-1998,11-10-2021,5040
5058,1425.0,Гусев Богдан Александрович,10-07-1991,Архипова Варвара Макаровна,06-04-1998,22-08-2023,5040
5059,7750.0,Иванов Владимир Владиславович,03-06-1982,Трофимова Ангелина Матвеевна,28-11-1985,11-12-2022,5042
5060,7135.0,Макаров Тимур Артёмович,31-01-1991,Петрова Аделина Данииловна,30-06-1986,17-10-2018,5044
5061,8097.0,Казанцев Марк Назарович,13-01-1980,Семенова Анна Кирилловна,26-08-1991,23-02-2023,5045
5062,2578.0,Гусев Богдан Александрович,30-08-1997,Маркова Мария Леоновна,06-12-1987,18-10-2018,5046
5063,8272.0,Жуков Андрей Петрович,11-10-1989,Комарова Мария Михайловна,03-06-1992,20-08-2021,5047
5064,1511.0,Волков Герман Степанович,25-05-1987,Павловская Вероника Владимировна,11-08-1981,06-02-2020,5048
5065,2243.0,Петров Матвей Юрьевич,20-04-1988,Трофимова Ангелина Матвеевна,26-03-1987,19-01-2021,5048
5066,5851.0,Смирнов Лев Михайлович,27-10-1992,Князева Валерия Ивановна,17-02-1995,17-11-2023,5049
5067,6795.0,Дегтярев Илья Тимофеевич,13-04-1980,Павлова Александра Ярославовна,03-06-1996,27-05-2018,5051
5068,836.0,Медведев Артём Ярославович,10-01-1981,Смирнова Ясмина Ивановна,05-12-1982,27-11-2018,5054
5069,4234.0,Иванов Владимир Владиславович,29-12-1996,Хромова Варвара Леоновна,23-05-1993,30-06-2019,5055
5070,2776.0,Михайлов Артём Андреевич,29-07-1986,Назарова Алина Михайловна,06-12-1987,11-03-2018,5055
5071,9340.0,Федоров Вячеслав Юрьевич,21-07-1984,Богомолова Лидия Вячеславовна,03-05-1996,04-03-2023,5055
5072,9012.0,Верещагин Даниил Демидович,07-01-1998,Назарова Вероника Платоновна,27-09-1983,10-10-2020,5056
5073,2271.0,Иванов Михаил Сергеевич,30-11-1990,Алексеева Арина Матвеевна,02-02-1988,11-10-2020,5056
5074,2203.0,Данилов Владимир Егорович,04-08-1985,Пахомова Майя Никитична,10-01-1984,08-06-2019,5057
5075,7103.0,Иванов Иван Макарович,12-10-1995,Антипова София Игоревна,23-08-1987,20-02-2018,5057
5076,844.0,Ширяев Кирилл Ильич,10-12-1983,Пахомова Майя Никитична,18-10-1994,16-10-2019,5057
5077,5328.0,Воронин Савелий Иванович,11-09-1988,Старостина Ульяна Даниэльевна,27-02-1994,20-11-2020,5058
5078,4544.0,Петров Матвей Юрьевич,11-11-1993,Васильева Полина Михайловна,25-06-1995,11-09-2023,5058
5079,7509.0,Герасимов Давид Петрович,05-09-1984,Пирогова Агата Ивановна,13-02-1995,03-12-2019,5059
5080,4571.0,Петров Матвей Юрьевич,26-12-1986,Борисова София Фёдоровна,06-04-1982,10-10-2022,5059
5081,2540.0,Данилов Владимир Егорович,03-05-1998,Морозова Ева Данииловна,18-02-1981,16-08-2018,5060
5082,1733.0,Романов Вячеслав Савельевич,11-11-1985,Львова Дарина Марковна,19-07-1996,11-06-2023,5060
5083,6603.0,Левин Артемий Степанович,25-06-1984,Васильева Полина Михайловна,21-07-1987,01-09-2019,5061
5084,545.0,Сорокин Артём Даниилович,24-10-1988,Маркова Мария Леоновна,29-05-1988,07-03-2023,5061
5085,6862.0,Смирнов Дамир Даниилович,15-10-1992,Степанова Екатерина Владимировна,13-09-1987,20-06-2019,5062
5086,3929.0,Сорокин Артём Даниилович,01-08-1995,Тихомирова Ксения Львовна,21-12-1984,16-07-2021,5062
5087,5229.0,Гусев Станислав Викторович,25-06-1987,Лаврентьева Таисия Артёмовна,18-02-1996,27-05-2023,5063
5088,1132.0,Иванов Владимир Владиславович,01-02-1990,Кошелева Эмилия Максимовна,28-09-1985,16-04-2022,5063
5089,2125.0,Васильев Егор Тимофеевич,14-04-1997,Алексеева Ульяна Тимофеевна,06-07-1996,26-06-2018,5064
5090,8916.0,Медведев Артём Ярославович,26-01-1988,Петровская Амира Тимофеевна,06-11-1995,09-06-2020,5064
5091,463.0,Титов Артур Артёмович,14-08-1989,Баранова Дарья Владимировна,08-05-1985,19-08-2019,5064
5092,8858.0,Королев Владимир Даниилович,02-04-1998,Кошелева Эмилия Максимовна,17-06-1995,19-12-2022,5067
5093,7909.0,Иванов Михаил Сергеевич,25-11-1987,Бабушкина Амина Давидовна,05-01-1993,03-05-2021,5068
5094,2757.0,Смирнов Матвей Максимович,26-11-1980,Петрова Аделина Данииловна,02-11-1980,31-08-2018,5069
5095,1367.0,Ефремов Дмитрий Всеволодович,20-08-1982,Куликова Мелания Платоновна,10-08-1992,07-01-2023,5070
5096,2341.0,Круглов Роман Максимович,30-09-1982,Вишневская Алисия Андреевна,25-01-1996,06-07-2021,5073
5097,1432.0,Миронов Фёдор Григорьевич,21-11-1990,Головина Анисия Михайловна,13-04-1996,23-07-2023,5073
5098,5954.0,Сергеев Марк Алиевич,19-11-1984,Смирнова Стефания Всеволодовна,31-03-1997,19-11-2021,5073
5099,2998.0,Медведев Александр Платонович,13-07-1988,Смирнова Ясмина Ивановна,09-08-1995,16-04-2021,5074
5100,6580.0,Федоров Вячеслав Юрьевич,01-05-1991,Лукина Арина Кирилловна,10-05-1998,31-08-2022,5075
5101,2397.0,Горшков Егор Артёмович,13-04-1981,Зайцева Виктория Никитична,03-11-1983,14-02-2020,5077
5102,3187.0,Гусев Станислав Викторович,22-02-1998,Князева Валерия Ивановна,03-08-1985,13-01-2019,5077
5103,1484.0,Данилов Владимир Егорович,10-04-1980,Крылова Елизавета Владиславовна,13-10-1982,25-10-2020,5077
5104,6786.0,Новиков Даниил Матвеевич,24-08-1991,Комарова Мария Михайловна,01-06-1991,21-06-2021,5077
5105,1115.0,Смирнов Лев Михайлович,31-05-1981,Макарова София Тимофеевна,06-10-1992,23-01-2023,5077
5106,5551.0,Фомин Лев Александрович,24-08-1991,Павлова Александра Ярославовна,04-01-1994,02-08-2018,5079
5107,9462.0,Дмитриев Тимофей Михайлович,22-02-1981,Медведева София Ильинична,10-02-1985,17-11-2022,5080
5108,7190.0,Елисеев Денис Никитич,24-12-1988,Попова Вера Ивановна,01-03-1988,12-11-2019,5082
5109,9153.0,Жуков Андрей Петрович,13-11-1990,Петухова Алиса Алексеевна,28-09-1995,05-07-2019,5082
5110,157.0,Сергеев Андрей Иванович,03-12-1983,Иванова Дарья Сергеевна,16-04-1997,29-01-2020,5082
5111,7162.0,Титов Артур Артёмович,11-11-1987,Пирогова Агата Ивановна,08-02-1982,03-09-2018,5085
5112,5292.0,Титов Артур Артёмович,28-04-1986,Дроздова Марина Михайловна,28-12-1991,08-11-2020,5088
5113,4415.0,Корнилов Олег Вадимович,17-06-1991,Григорьева Ксения Данииловна,02-07-1986,27-09-2021,5090
5114,1771.0,Новиков Даниил Матвеевич,22-09-1985,Кузина Полина Ильинична,26-06-1985,22-05-2023,5090
5115,7514.0,Поликарпов Даниил Петрович,12-07-1986,Казакова Арина Александровна,30-12-1994,07-03-2018,5091
5116,8975.0,Федоров Вячеслав Юрьевич,25-12-1992,Комарова Мария Михайловна,08-09-1982,04-01-2020,5092
5117,3868.0,Филатов Лука Андреевич,20-06-1997,Кошелева Эмилия Максимовна,18-12-1993,22-02-2020,5092
5118,3664.0,Воронин Савелий Иванович,05-08-1997,Нечаева Алёна Александровна,16-01-1993,17-11-2023,5093
5119,8353.0,Кочетков Андрей Леонидович,16-10-1991,Козлова Мария Алексеевна,07-09-1988,27-08-2022,5093
5120,2046.0,Смирнов Дмитрий Григорьевич,03-03-1996,Емельянова Арина Артёмовна,18-01-1986,12-06-2022,5093
5121,8418.0,Жуков Андрей Петрович,18-07-1988,Куликова Мелания Платоновна,27-08-1992,06-05-2023,5094
5122,6083.0,Ильин Матвей Максимович,17-04-1989,Козлова Ясмина Михайловна,01-05-1994,09-04-2019,5095
5123,5299.0,Петров Матвей Юрьевич,15-06-1987,Антипова София Игоревна,01-09-1990,14-06-2022,5096
5124,9812.0,Герасимов Давид Петрович,29-09-1986,Куликова Дарья Георгиевна,02-04-1995,21-04-2019,5098
5125,5405.0,Данилов Владимир Егорович,01-04-1984,Пахомова Майя Никитична,02-06-1980,28-01-2019,5098
5126,3568.0,Королев Владимир Даниилович,02-06-1986,Назарова Ульяна Арсеновна,09-01-1986,28-03-2022,5098
5127,5813.0,Муравьев Тимур Андреевич,26-01-1994,Ермакова Анастасия Павловна,15-06-1998,09-12-2022,5098
5128,9731.0,Мельников Арсений Данилович,22-10-1980,Попова Вера Ивановна,12-01-1987,07-05-2021,5099
5129,9387.0,Иванов Михаил Сергеевич,30-12-1999,Ершова София Максимовна,24-02-1981,12-09-2018,5100
5130,5256.0,Васильев Егор Тимофеевич,15-02-1982,Лебедева Мария Егоровна,14-12-1991,02-02-2018,5101
