,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
2627,Романов Вячеслав Савельевич,10-06-1998,Добрынина Милана Данииловна,07-07-1996,07-08-2023,4136
2628,Буров Дмитрий Лукич ,26-11-1993,Петухова Алиса Алексеевна,25-05-1992,04-02-2022,2356
2629,Васильев Давид Тимофеевич,18-12-1987,Князева Валерия Ивановна,12-04-1988,22-05-2018,1082
2630,Попов Степан Кириллович,19-10-1997,Крылова Елизавета Владиславовна,26-11-1983,07-02-2020,1154
2631,Попов Степан Кириллович,08-08-1983,Павловская Вероника Владимировна,20-09-1980,20-04-2020,3016
2632,Муравьев Тимур Андреевич,18-05-1997,Савельева София Мироновна,10-12-1998,18-09-2023,85
2633,Пантелеев Максим Алексеевич,10-11-1990,Дементьева Екатерина Никитична,14-10-1990,25-12-2020,1880
2634,Данилов Владимир Егорович,21-02-1992,Дроздова Марина Михайловна,12-06-1980,19-03-2019,690
2635,Дегтярев Илья Тимофеевич,24-11-1989,Ермакова Анастасия Павловна,29-04-1995,23-06-2023,3381
2636,Винокуров Степан Николаевич,29-01-1983,Пахомова Майя Никитична,30-09-1983,03-08-2020,2799
2637,Смирнов Степан Константинович,17-03-1981,Дементьева Екатерина Никитична,06-10-1998,08-10-2023,977
2638,Данилов Владимир Егорович,02-05-1986,Дементьева Екатерина Лукинична,30-04-1984,13-10-2019,2930
2639,Власов Андрей Семёнович,08-10-1997,Латышева Злата Михайловна,18-09-1990,03-05-2023,1908
2640,Лебедев Тимур Максимович,30-03-1982,Семенова Анна Кирилловна,22-12-1998,03-07-2022,990
2641,Воронин Савелий Иванович,16-04-1982,Иванова Алиса Тихоновна,25-07-1997,29-01-2022,2768
2642,Пименов Демид Валерьевич,09-02-1983,Головина Анисия Михайловна,27-11-1989,28-02-2020,736
2643,Колесов Адам Петрович,31-01-1990,Толкачева Софья Ивановна,06-03-1991,25-04-2021,3300
2644,Филатов Лука Андреевич,26-02-1984,Смирнова Стефания Всеволодовна,30-06-1987,06-01-2018,1655
2645,Винокуров Степан Николаевич,11-05-1980,Макарова София Тимофеевна,03-02-1994,01-12-2018,4351
2646,Макаров Тимур Артёмович,25-03-1982,Борисова София Фёдоровна,23-03-1986,07-05-2023,625
2647,Смирнов Дамир Даниилович,05-11-1995,Самойлова Дарина Кирилловна,23-08-1993,12-03-2018,3817
2648,Гусев Богдан Александрович,20-08-1998,Комарова Мария Михайловна,18-02-1996,21-12-2022,2675
2649,Князев Марк Вадимович,04-08-1984,Михеева Аделина Елисеевна,25-09-1991,20-04-2020,1593
2650,Степанов Андрей Григорьевич,18-01-1999,Кузьмина Айлин Степановна,24-08-1991,13-02-2019,498
2651,Сергеев Марк Алиевич,16-12-1990,Медведева София Ильинична,15-10-1982,27-06-2021,751
2652,Медведев Александр Платонович,25-07-1996,Павловская Вероника Владимировна,22-05-1998,20-06-2020,4812
2653,Левин Артемий Степанович,30-06-1997,Иванова Алиса Тихоновна,16-04-1980,31-03-2018,4114
2654,Кочетков Андрей Леонидович,20-03-1983,Лебедева Мария Егоровна,23-01-1991,30-12-2021,1513
2655,Смирнов Дмитрий Григорьевич,05-12-1984,Колесникова Злата Никитична,28-03-1995,03-03-2019,1480
2656,Дубинин Мирон Егорович,17-03-1992,Григорьева Ксения Данииловна,03-02-1981,18-08-2019,3430
2657,Давыдов Иван Матвеевич,24-06-1998,Дроздова Марина Михайловна,30-03-1993,13-10-2019,2557
2658,Жуков Андрей Петрович,02-08-1988,Климова Александра Артемьевна,14-06-1980,29-10-2023,263
2659,Смирнов Степан Константинович,23-11-1995,Макарова София Тимофеевна,06-04-1990,09-02-2018,2503
2660,Елисеев Денис Никитич,31-03-1987,Иванова Дарья Сергеевна,11-01-1995,10-08-2023,4
2661,Кононов Виктор Максимович,09-12-1987,Куликова Мелания Платоновна,02-07-1985,06-03-2022,3838
2662,Ширяев Кирилл Ильич,03-11-1998,Дементьева Екатерина Лукинична,23-05-1990,15-06-2022,4674
2663,Данилов Владимир Егорович,19-02-1996,Алексеева Ульяна Тимофеевна,11-02-1998,02-01-2020,524
2664,Ильин Матвей Максимович,09-06-1986,Князева Валерия Ивановна,03-12-1990,10-06-2020,1938
2665,Родионов Михаил Дмитриевич,08-07-1988,Кузьмина Айлин Степановна,02-12-1989,16-10-2022,1871
2666,Симонов Савва Дмитриевич,11-03-1997,Назарова Ульяна Арсеновна,16-02-1986,12-04-2023,3164
2667,Михайлов Артём Андреевич,09-07-1982,Павлова Агата Савельевна,01-12-1984,10-12-2021,3759
2668,Миронов Фёдор Григорьевич,05-10-1986,Богомолова Лидия Вячеславовна,05-04-1980,18-04-2022,3220
2669,Белов Евгений Артёмович,08-09-1987,Богомолова Лидия Вячеславовна,01-12-1997,26-12-2022,2721
2670,Власов Денис Степанович,06-02-1989,Толкачева Софья Ивановна,11-05-1990,22-05-2022,436
2671,Дегтярев Илья Тимофеевич,05-06-1988,Мартынова Полина Ивановна,01-03-1999,08-07-2023,1030
2672,Поликарпов Даниил Петрович,28-04-1984,Толкачева Софья Ивановна,01-08-1994,15-05-2021,2548
2673,Королев Владимир Даниилович,19-01-1996,Седова София Игоревна,20-03-1993,24-10-2018,179
2674,Герасимов Давид Петрович,27-02-1982,Смирнова Екатерина Михайловна,28-10-1999,26-01-2021,2420
2675,Казаков Марк Михайлович,08-04-1995,Антипова София Игоревна,25-05-1992,04-11-2023,3956
2676,Верещагин Даниил Демидович,25-10-1982,Розанова Виктория Кирилловна,10-02-1997,12-01-2021,4756
2677,Ширяев Кирилл Ильич,17-04-1983,Васильева Полина Михайловна,15-06-1992,25-01-2019,4617
2678,Воробьев Савва Павлович,19-05-1988,Петухова Алиса Алексеевна,17-10-1999,13-10-2022,4397
2679,Жуков Андрей Петрович,28-08-1996,Рябова Елизавета Владимировна,15-09-1988,05-02-2021,1848
2680,Пантелеев Максим Алексеевич,10-10-1984,Кузьмина Айлин Степановна,04-06-1995,03-06-2022,3980
2681,Миронов Фёдор Григорьевич,09-04-1993,Тихомирова Ксения Львовна,17-12-1995,09-02-2021,1509
2682,Иванов Владимир Владиславович,13-08-1982,Алексеева Арина Матвеевна,23-08-1993,29-10-2021,3808
2683,Марков Максим Александрович,13-12-1989,Кудряшова Полина Алиевна,27-01-1988,05-03-2023,2027
2684,Царев Мартин Андреевич,22-07-1999,Рябова Елизавета Владимировна,04-03-1993,26-09-2019,2554
2685,Попов Вячеслав Михайлович,09-10-1995,Кошелева Эмилия Максимовна,30-08-1995,24-08-2018,118
2686,Петров Матвей Юрьевич,19-12-1981,Смирнова Варвара Борисовна,18-03-1981,19-10-2023,3788
2687,Попов Степан Кириллович,25-08-1992,Богомолова Лидия Вячеславовна,28-10-1990,01-12-2023,1403
2688,Петров Матвей Юрьевич,25-08-1983,Зайцева Виктория Никитична,05-08-1983,15-04-2018,2339
2689,Аникин Фёдор Степанович,17-01-1991,Самсонова Виктория Степановна,02-07-1989,22-03-2018,2058
2690,Иванов Владимир Владиславович,26-02-1984,Петрова Аделина Данииловна,17-10-1989,01-06-2019,1844
2691,Миронов Фёдор Григорьевич,17-12-1993,Головина Анисия Михайловна,10-07-1987,21-09-2021,2738
2692,Власов Денис Степанович,10-05-1988,Пахомова Майя Никитична,20-12-1994,16-04-2021,3945
2693,Молчанов Иван Максимович,21-11-1980,Трофимова Ангелина Матвеевна,25-01-1985,04-04-2019,2577
2694,Ильин Матвей Максимович,10-12-1985,Кононова Алина Георгиевна,18-12-1991,16-09-2022,3733
2695,Овчинников Владимир Алексеевич,21-02-1994,Емельянова Арина Артёмовна,27-08-1990,09-07-2022,4504
2696,Князев Марк Вадимович,04-02-1998,Семенова Анна Кирилловна,05-06-1981,08-02-2020,3008
2697,Воробьев Савва Павлович,09-08-1980,Дементьева Екатерина Никитична,22-05-1996,11-03-2018,2917
2698,Степанов Андрей Григорьевич,26-03-1985,Григорьева Алиса Марковна,14-09-1983,16-11-2019,4233
2699,Васильев Павел Артёмович,21-11-1990,Зайцева Вероника Саввична,17-06-1999,14-11-2023,756
2700,Смирнов Дмитрий Григорьевич,17-12-1996,Смирнова Варвара Борисовна,22-12-1997,11-03-2023,3575
2701,Дубинин Мирон Егорович,14-06-1982,Дубова Ксения Алексеевна,08-09-1995,14-01-2021,2085
2702,Колесов Адам Петрович,03-11-1982,Кузнецова Ксения Вячеславовна,11-09-1998,16-01-2022,4963
2703,Медведев Александр Платонович,14-09-1993,Алексеева Ульяна Тимофеевна,10-10-1990,10-06-2018,3931
2704,Макаров Давид Артурович,27-04-1998,Кузьмина Айлин Степановна,21-09-1988,28-12-2022,3816
2705,Яковлев Даниил Георгиевич,12-09-1988,Колесникова Злата Никитична,14-05-1999,02-10-2022,584
2706,Гусев Станислав Викторович,30-09-1994,Дубова Ксения Алексеевна,18-05-1993,19-10-2018,2241
2707,Новиков Даниил Матвеевич,30-08-1997,Макарова София Тимофеевна,27-08-1980,08-06-2022,4618
2708,Кононов Виктор Максимович,02-04-1989,Кошелева Эмилия Максимовна,04-01-1988,13-04-2022,3615
2709,Филатов Лука Андреевич,08-02-1982,Розанова Виктория Кирилловна,26-04-1990,02-02-2020,1390
2710,Хромов Кирилл Александрович,30-11-1987,Смирнова Екатерина Михайловна,02-01-1982,16-09-2023,4957
2711,Булгаков Иван Владимирович,12-07-1990,Суворова Стефания Артёмовна,24-02-1993,29-09-2020,4173
2712,Молчанов Иван Максимович,06-01-1992,Семенова Анна Кирилловна,20-02-1986,26-04-2021,2961
2713,Дегтярев Илья Тимофеевич,28-04-1988,Григорьева Ксения Данииловна,10-05-1993,06-01-2022,1737
2714,Константинов Артемий Викторович,04-03-1982,Куликова Дарья Георгиевна,26-01-1991,12-05-2022,1979
2715,Иванов Владимир Владиславович,06-08-1983,Ильина Вероника Олеговна,07-08-1998,24-02-2021,1765
2716,Муратов Вячеслав Дмитриевич,08-11-1997,Морозова Ева Данииловна,11-07-1990,17-02-2022,2345
2717,Васильев Павел Артёмович,07-01-1995,Архипова Варвара Макаровна,08-03-1982,02-06-2021,837
2718,Смирнов Дмитрий Григорьевич,15-05-1980,Григорьева Алиса Марковна,07-02-1997,11-11-2023,1545
2719,Михайлов Артём Андреевич,01-11-1992,Григорьева Ксения Данииловна,05-12-1983,29-08-2018,1281
2720,Мельников Арсений Данилович,11-11-1989,Емельянова Арина Артёмовна,07-12-1999,19-06-2019,209
2721,Власов Денис Степанович,30-12-1997,Старостина Ульяна Даниэльевна,25-12-1995,26-01-2018,3899
2722,Филатов Лука Андреевич,29-11-1982,Назарова Ульяна Арсеновна,16-05-1995,05-09-2022,2718
2723,Калачев Всеволод Леонидович,20-05-1996,Крылова Елизавета Владиславовна,13-12-1987,08-06-2018,2203
2724,Мельников Арсений Данилович,11-12-1986,Иванова Анна Григорьевна,13-09-1998,28-11-2022,1688
2725,Смирнов Матвей Максимович,07-09-1989,Смирнова Стефания Всеволодовна,20-04-1984,17-06-2020,4832
2726,Шестаков Константин Степанович,01-02-1984,Князева Валерия Ивановна,14-02-1998,23-09-2021,4078
2727,Ефремов Дмитрий Всеволодович,28-03-1999,Павловская Вероника Владимировна,06-03-1991,22-07-2022,3015
2728,Смирнов Матвей Максимович,28-10-1999,Самойлова Дарина Кирилловна,01-03-1985,18-05-2022,2024
2729,Шестаков Константин Степанович,17-09-1988,Колосова Виктория Дмитриевна,07-03-1994,01-11-2019,3891
2730,Родионов Михаил Дмитриевич,14-11-1988,Смирнова Екатерина Михайловна,15-11-1980,29-11-2019,84
2731,Макаров Давид Артурович,28-09-1981,Морозова Ева Данииловна,04-05-1983,03-04-2021,2552
2732,Фетисов Кирилл Артемьевич,13-06-1998,Тихомирова Ксения Львовна,21-04-1986,16-06-2019,1008
2733,Жуков Андрей Петрович,27-10-1995,Назарова Ульяна Арсеновна,19-01-1983,11-08-2020,415
2734,Ильин Матвей Максимович,04-03-1985,Самсонова Виктория Степановна,22-09-1984,25-03-2020,1454
2735,Осипов Дмитрий Платонович,11-04-1999,Назарова Ульяна Арсеновна,20-10-1997,05-08-2018,393
2736,Новиков Виктор Маркович,09-12-1986,Дубова Ксения Алексеевна,14-07-1986,10-01-2018,4292
2737,Иванов Иван Макарович,12-09-1997,Кудряшова Полина Алиевна,08-08-1998,23-02-2020,4906
2738,Гусев Станислав Викторович,01-02-1992,Суворова Стефания Артёмовна,05-03-1984,06-06-2023,1090
2739,Левин Артемий Степанович,28-02-1980,Львова Дарина Марковна,03-08-1991,01-11-2021,4963
2740,Соловьев Илья Денисович,10-02-1981,Хромова Варвара Леоновна,23-02-1996,22-10-2020,4301
2741,Князев Марк Вадимович,15-11-1986,Лукина Арина Кирилловна,20-05-1997,05-04-2021,848
2742,Филатов Лука Андреевич,29-12-1989,Григорьева Ксения Данииловна,20-07-1985,18-09-2020,2857
2743,Горбачев Александр Тихонович,23-04-1997,Савельева София Мироновна,03-05-1993,14-06-2022,366
2744,Симонов Савва Дмитриевич,07-01-1990,Трофимова Ангелина Матвеевна,15-11-1981,10-05-2019,4071
2745,Белов Евгений Артёмович,15-08-1992,Козлова Ясмина Михайловна,03-01-1990,10-06-2023,1716
2746,Дегтярев Илья Тимофеевич,08-05-1991,Лобанова Полина Андреевна,23-03-1994,08-10-2021,2436
2747,Ширяев Кирилл Ильич,13-11-1997,Павлова Александра Ярославовна,29-06-1983,19-03-2019,2185
2748,Романов Вячеслав Савельевич,17-08-1995,Дементьева Екатерина Никитична,10-09-1982,27-07-2022,2974
2749,Левин Артемий Степанович,27-05-1994,Павлова Агата Савельевна,25-04-1990,03-02-2020,4464
2750,Воробьев Савва Павлович,15-12-1987,Самсонова Виктория Степановна,27-09-1988,01-01-2022,537
2751,Казаков Марк Михайлович,19-07-1988,Головина Анисия Михайловна,21-06-1996,11-07-2019,39
2752,Макаров Давид Артурович,15-08-1995,Смирнова Стефания Всеволодовна,19-05-1987,10-07-2023,3357
2753,Фетисов Кирилл Артемьевич,08-02-1995,Крылова Елизавета Владиславовна,28-03-1994,07-07-2019,4671
2754,Лебедев Тимур Максимович,22-12-1984,Маркова Мария Леоновна,12-02-1990,12-04-2022,3956
2755,Муратов Вячеслав Дмитриевич,10-09-1987,Павловская Вероника Владимировна,29-03-1994,06-03-2019,4446
2756,Фомин Лев Александрович,09-02-1986,Головина Анисия Михайловна,30-05-1982,03-09-2023,1613
2757,Пантелеев Максим Алексеевич,13-09-1982,Толкачева Софья Ивановна,10-04-1999,25-04-2023,4250
2758,Кочетков Андрей Леонидович,22-08-1980,Назарова Алина Михайловна,20-11-1987,20-05-2021,2010
2759,Булгаков Иван Владимирович,09-12-1999,Смирнова Ясмина Ивановна,24-11-1980,22-05-2021,4864
2760,Ильин Матвей Максимович,18-05-1993,Михеева Аделина Елисеевна,12-09-1980,12-04-2023,2500
2761,Макаров Тимур Артёмович,09-03-1994,Головина Анисия Михайловна,04-09-1980,25-10-2020,2072
2762,Смирнов Дмитрий Григорьевич,17-10-1996,Смирнова Варвара Борисовна,12-02-1981,09-05-2023,641
2763,Буров Дмитрий Лукич ,14-10-1996,Медведева София Ильинична,11-06-1990,12-04-2021,620
2764,Круглов Роман Максимович,02-04-1998,Трофимова Ангелина Матвеевна,19-01-1988,02-05-2022,3185
2765,Соловьев Илья Денисович,09-05-1989,Смирнова Екатерина Михайловна,09-03-1991,05-11-2020,3196
2766,Сорокин Артём Даниилович,18-10-1986,Борисова Вероника Савельевна,19-09-1995,15-01-2023,1517
2767,Михайлов Артём Андреевич,28-02-1996,Петухова Алиса Алексеевна,01-03-1986,25-05-2019,3904
2768,Данилов Владимир Егорович,09-11-1980,Ильина Вероника Олеговна,28-12-1990,15-02-2018,3856
2769,Поликарпов Даниил Петрович,03-07-1983,Смирнова Дарья Леонидовна,02-08-1983,07-04-2023,672
2770,Смирнов Степан Константинович,08-04-1987,Вавилова Маргарита Никитична,25-04-1994,21-09-2020,2168
2771,Белоусов Фёдор Даниилович,08-09-1983,Попова Вера Ивановна,10-03-1982,03-12-2022,838
2772,Смирнов Матвей Максимович,28-01-1996,Смирнова Екатерина Михайловна,24-11-1983,12-05-2021,2843
2773,Новиков Виктор Маркович,11-11-1988,Лаврентьева Таисия Артёмовна,31-01-1981,09-09-2018,2049
2774,Калачев Всеволод Леонидович,11-06-1980,Самойлова Дарина Кирилловна,29-12-1983,24-06-2020,4268
2775,Волков Герман Степанович,17-06-1990,Ильина Вероника Олеговна,20-04-1984,15-02-2022,4267
2776,Давыдов Иван Матвеевич,25-04-1993,Савельева София Мироновна,18-08-1997,02-06-2019,1430
2777,Овчинников Владимир Алексеевич,25-01-1980,Григорьева Алиса Марковна,17-01-1983,30-01-2020,2982
2778,Муравьев Тимур Андреевич,15-04-1995,Андреева Варвара Арсентьевна,19-03-1983,12-03-2023,4923
2779,Сергеев Марк Алиевич,12-12-1991,Вавилова Маргарита Никитична,02-06-1981,29-03-2018,642
2780,Воробьев Савва Павлович,20-06-1982,Бабушкина Амина Давидовна,17-02-1997,28-11-2018,855
2781,Жуков Андрей Петрович,12-04-1983,Латышева Злата Михайловна,05-07-1999,10-02-2023,2529
2782,Поликарпов Даниил Петрович,15-06-1982,Кузнецова Ксения Вячеславовна,07-03-1988,26-05-2020,4899
2783,Филатов Лука Андреевич,21-03-1983,Попова Вера Ивановна,07-03-1990,21-01-2022,1089
2784,Новиков Виктор Маркович,15-07-1988,Петухова Алиса Алексеевна,29-05-1986,30-07-2023,2706
2785,Колесов Адам Петрович,09-12-1996,Емельянова Арина Артёмовна,11-08-1981,13-06-2023,2100
2786,Марков Максим Александрович,04-04-1993,Климова Александра Артемьевна,30-07-1984,17-05-2022,2520
2787,Федоров Вячеслав Юрьевич,13-01-1989,Антипова София Игоревна,19-05-1986,09-07-2023,1318
2788,Белов Евгений Артёмович,11-09-1984,Савельева София Мироновна,26-03-1998,01-09-2020,4248
2789,Иванов Михаил Сергеевич,30-12-1995,Антипова София Игоревна,23-01-1986,27-07-2022,2276
2790,Сорокин Артём Даниилович,28-10-1989,Михеева Аделина Елисеевна,29-01-1993,06-10-2020,2006
2791,Иванов Владимир Владиславович,30-11-1990,Зайцева Вероника Саввична,19-09-1995,14-08-2023,1372
2792,Егоров Максим Даниилович,22-01-1992,Лаврентьева Таисия Артёмовна,21-06-1994,06-10-2019,1234
2793,Иванов Даниил Сергеевич,23-05-1988,Павлова Агата Савельевна,04-04-1994,14-05-2023,3077
2794,Левин Артемий Степанович,29-04-1984,Борисова София Фёдоровна,15-11-1988,22-10-2023,1328
2795,Иванов Владимир Владиславович,23-12-1988,Семенова Анна Кирилловна,06-01-1996,18-06-2022,2171
2796,Пантелеев Максим Алексеевич,05-04-1989,Крылова Елизавета Владиславовна,12-01-1981,02-03-2020,1912
2797,Казанцев Марк Назарович,24-08-1996,Попова Вера Ивановна,09-12-1993,04-05-2020,4632
2798,Медведев Артём Ярославович,31-03-1987,Львова Дарина Марковна,04-06-1984,28-08-2022,1371
2799,Осипов Дмитрий Платонович,30-07-1987,Григорьева Ксения Данииловна,05-07-1998,08-09-2022,2923
2800,Смирнов Лев Михайлович,05-02-1987,Архипова Варвара Макаровна,19-09-1981,02-02-2023,3696
2801,Ефремов Дмитрий Всеволодович,29-01-1999,Семенова Анна Кирилловна,04-03-1989,10-11-2018,4613
2802,Булгаков Иван Владимирович,01-09-1982,Куликова Мелания Платоновна,05-02-1981,03-09-2023,348
2803,Винокуров Степан Николаевич,11-11-1986,Алексеева Арина Матвеевна,07-10-1988,13-09-2023,3081
2804,Смирнов Матвей Максимович,24-06-1998,Петухова Алиса Алексеевна,06-03-1989,30-04-2023,2762
2805,Поликарпов Даниил Петрович,21-10-1997,Лукина Арина Кирилловна,21-01-1980,04-02-2018,1528
2806,Васильев Павел Артёмович,02-03-1988,Алексеева Ульяна Тимофеевна,29-06-1981,19-07-2020,827
2807,Ширяев Кирилл Ильич,07-02-1986,Мартынова Полина Ивановна,24-10-1981,06-10-2021,2110
2808,Марков Максим Александрович,26-11-1997,Назарова Ульяна Арсеновна,13-09-1994,24-10-2023,1764
2809,Кочетков Андрей Леонидович,08-01-1994,Нечаева Алёна Александровна,09-09-1986,29-11-2020,821
2810,Воробьев Савва Павлович,01-11-1981,Григорьева Алиса Марковна,03-01-1991,09-03-2020,3655
2811,Ефремов Дмитрий Всеволодович,13-03-1992,Добрынина Милана Данииловна,28-10-1986,20-01-2021,4895
2812,Воронин Савелий Иванович,18-04-1985,Кузина Полина Ильинична,13-08-1999,28-04-2022,4193
2813,Муравьев Тимур Андреевич,19-10-1982,Козлова Мария Алексеевна,17-07-1986,11-01-2018,1039
2814,Иванов Михаил Сергеевич,16-02-1999,Павлова Агата Савельевна,29-11-1996,14-01-2023,1732
2815,Волков Герман Степанович,12-09-1992,Алексеева Арина Матвеевна,25-06-1984,14-01-2020,3963
2816,Ильин Матвей Максимович,15-10-1985,Павловская Вероника Владимировна,14-07-1990,10-01-2018,232
2817,Корчагин Даниил Борисович,15-11-1995,Смирнова Екатерина Михайловна,29-11-1996,07-04-2022,3982
2818,Князев Марк Вадимович,27-03-1983,Савельева София Мироновна,15-09-1980,05-08-2019,1674
2819,Королев Владимир Даниилович,26-04-1998,Ермакова Анастасия Павловна,08-03-1989,04-11-2020,1027
2820,Муратов Вячеслав Дмитриевич,21-12-1988,Куликова Мелания Платоновна,05-02-1998,30-03-2020,3866
2821,Воронин Савелий Иванович,07-12-1995,Дементьева Екатерина Лукинична,30-05-1992,22-11-2018,3241
2822,Воронин Савелий Иванович,31-07-1984,Вишневская Алисия Андреевна,25-03-1992,17-02-2021,1431
2823,Буров Дмитрий Лукич ,20-07-1982,Кононова Алина Георгиевна,16-09-1997,18-09-2022,3638
2824,Белов Евгений Артёмович,19-12-1987,Савельева София Мироновна,16-10-1993,31-07-2019,535
2825,Дубинин Мирон Егорович,29-03-1997,Ермакова Анастасия Павловна,16-12-1990,24-04-2023,3751
2826,Жуков Андрей Петрович,04-03-1994,Рябова Елизавета Владимировна,31-10-1999,22-03-2023,372
2827,Колесов Адам Петрович,02-06-1995,Кузнецова Ксения Вячеславовна,25-11-1986,10-05-2021,3170
2828,Горбачев Александр Тихонович,20-04-1988,Тихомирова Ксения Львовна,18-10-1997,31-03-2023,2368
2829,Романов Вячеслав Савельевич,10-02-1992,Лобанова Полина Андреевна,05-09-1988,16-07-2022,3534
2830,Булгаков Иван Владимирович,19-12-1985,Львова Дарина Марковна,22-05-1998,16-11-2019,4454
2831,Дегтярев Илья Тимофеевич,21-12-1995,Латышева Злата Михайловна,18-09-1990,13-10-2023,231
2832,Герасимов Давид Петрович,20-02-1985,Петровская Амира Тимофеевна,09-06-1987,09-05-2021,3502
2833,Макаров Тимур Артёмович,25-10-1990,Баранова Дарья Владимировна,05-04-1983,06-07-2021,278
2834,Смирнов Дамир Даниилович,10-07-1994,Дроздова Марина Михайловна,28-10-1990,25-07-2020,1621
2835,Королев Владимир Даниилович,20-03-1995,Колосова Виктория Дмитриевна,25-09-1996,26-10-2021,1252
2836,Соловьев Илья Денисович,11-02-1988,Андреева Варвара Арсентьевна,05-06-1991,18-03-2022,4445
2837,Яковлев Даниил Георгиевич,04-10-1982,Тихомирова Ксения Львовна,24-08-1986,25-10-2022,557
2838,Попов Вячеслав Михайлович,02-08-1986,Седова София Игоревна,28-06-1994,26-02-2019,1030
2839,Герасимов Давид Петрович,25-09-1982,Зайцева Ксения Артемьевна,10-03-1999,09-04-2019,3438
2840,Марков Максим Александрович,19-01-1998,Нечаева Алёна Александровна,31-05-1993,14-01-2021,4115
2841,Осипов Дмитрий Платонович,28-09-1988,Лаврентьева Таисия Артёмовна,20-12-1986,30-03-2018,8
2842,Винокуров Степан Николаевич,31-05-1983,Старостина Ульяна Даниэльевна,18-10-1987,24-10-2019,511
2843,Воронин Савелий Иванович,14-06-1992,Андреева Варвара Арсентьевна,11-04-1982,14-12-2019,4155
2844,Верещагин Даниил Демидович,24-01-1982,Смирнова Ясмина Ивановна,07-11-1989,30-11-2018,1702
2845,Иванов Михаил Сергеевич,12-05-1982,Дементьева Екатерина Никитична,17-09-1990,26-01-2019,4660
2846,Белов Евгений Артёмович,27-03-1986,Панина Таисия Денисовна,30-10-1988,03-09-2021,703
2847,Казаков Марк Михайлович,12-03-1982,Латышева Злата Михайловна,09-12-1993,05-04-2021,4439
2848,Попов Вячеслав Михайлович,29-08-1987,Лобанова Полина Андреевна,16-04-1988,23-08-2022,1365
2849,Пименов Демид Валерьевич,14-04-1997,Вишневская Алисия Андреевна,30-05-1986,10-03-2021,2914
2850,Федоров Вячеслав Юрьевич,27-02-1981,Емельянова Арина Артёмовна,07-12-1993,10-01-2018,4853
2851,Соловьев Илья Денисович,08-08-1986,Павловская Вероника Владимировна,15-10-1988,02-07-2020,2384
2852,Волков Герман Степанович,12-07-1984,Головина Анисия Михайловна,28-12-1985,18-10-2021,2541
2853,Буров Дмитрий Лукич ,19-03-1981,Иванова Алиса Тихоновна,08-06-1986,29-10-2018,1911
2854,Корчагин Даниил Борисович,16-02-1990,Вавилова Маргарита Никитична,31-01-1991,29-07-2022,747
2855,Романов Вячеслав Савельевич,27-11-1991,Алексеева Ульяна Тимофеевна,20-12-1981,12-03-2020,4888
2856,Сергеев Марк Алиевич,30-03-1995,Смирнова Стефания Всеволодовна,11-10-1989,26-02-2019,2705
2857,Васильев Егор Тимофеевич,27-12-1994,Петухова Алиса Алексеевна,08-08-1997,28-07-2022,4738
2858,Осипов Дмитрий Платонович,04-05-1998,Назарова Вероника Платоновна,22-07-1994,26-06-2023,884
2859,Казаков Марк Михайлович,10-05-1995,Назарова Вероника Платоновна,27-10-1984,30-01-2021,1204
2860,Сергеев Марк Алиевич,11-03-1989,Алексеева Ульяна Тимофеевна,22-12-1982,07-04-2023,1261
2861,Миронов Фёдор Григорьевич,08-11-1997,Хромова Варвара Леоновна,17-10-1985,21-02-2018,2285
2862,Королев Владимир Даниилович,19-04-1983,Назарова Ульяна Арсеновна,30-11-1981,21-08-2019,1846
2863,Романов Вячеслав Савельевич,21-10-1991,Пирогова Агата Ивановна,17-02-1995,30-09-2021,3299
2864,Пименов Демид Валерьевич,17-02-1981,Борисова София Фёдоровна,27-07-1986,27-03-2021,1793
2865,Сергеев Андрей Иванович,23-05-1996,Емельянова Арина Артёмовна,03-02-1991,25-10-2019,3584
2866,Воронин Савелий Иванович,08-11-1990,Морозова Ева Данииловна,17-07-1990,10-12-2018,2691
2867,Петров Матвей Юрьевич,22-09-1981,Колесникова Злата Никитична,03-07-1990,11-10-2023,1791
2868,Шестаков Константин Степанович,01-10-1997,Седова София Игоревна,09-04-1993,30-05-2018,2889
2869,Смирнов Матвей Максимович,15-08-1995,Назарова Ульяна Арсеновна,21-07-1998,01-11-2023,4099
2870,Новиков Виктор Маркович,20-10-1980,Смирнова Дарья Леонидовна,12-07-1990,11-09-2022,1356
2871,Корнилов Олег Вадимович,13-06-1994,Нечаева Алёна Александровна,25-03-1997,31-01-2023,2353
2872,Симонов Савва Дмитриевич,13-05-1993,Архипова Варвара Макаровна,15-03-1981,19-05-2023,4857
2873,Кочетков Андрей Леонидович,15-04-1994,Кузьмина Айлин Степановна,17-07-1998,26-12-2021,1003
2874,Калачев Всеволод Леонидович,21-12-1980,Иванова Дарья Сергеевна,21-07-1989,07-01-2021,2483
2875,Смирнов Матвей Максимович,14-07-1980,Козлова Ясмина Михайловна,15-09-1998,29-12-2019,4843
2876,Васильев Давид Тимофеевич,01-07-1986,Седова София Игоревна,20-06-1992,17-05-2018,3832
2877,Кочетков Андрей Леонидович,12-02-1995,Емельянова Арина Артёмовна,15-04-1984,11-01-2019,4414
2878,Медведев Артём Ярославович,10-10-1993,Назарова Ульяна Арсеновна,05-05-1996,10-12-2019,1212
