,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
949,Дубинин Мирон Егорович,13-11-1997,Павлова Александра Ярославовна,15-08-1985,07-04-2022,723
950,Соловьев Илья Денисович,09-07-1996,Попова Вера Ивановна,17-01-1989,25-05-2020,380
951,Королев Владимир Даниилович,04-01-1995,Лобанова Полина Андреевна,06-05-1984,26-05-2022,819
952,Молчанов Иван Максимович,26-03-1985,Ильина Вероника Олеговна,05-07-1984,02-05-2023,666
953,Воробьев Савва Павлович,04-01-1981,Самойлова Дарина Кирилловна,10-10-1999,01-03-2020,1369
954,Смирнов Матвей Максимович,14-08-1982,Смирнова Варвара Борисовна,27-04-1992,21-12-2019,191
955,Мельников Арсений Данилович,18-08-1986,Лукина Арина Кирилловна,29-06-1989,21-10-2018,351
956,Иванов Даниил Сергеевич,10-04-1992,Петухова Алиса Алексеевна,25-11-1982,11-02-2021,397
957,Колесов Адам Петрович,10-10-1986,Алексеева Ульяна Тимофеевна,24-11-1990,26-12-2018,1999
958,Михайлов Артём Андреевич,19-05-1996,Кузьмина Айлин Степановна,25-12-1987,30-07-2023,960
959,Фомин Лев Александрович,24-05-1997,Лобанова Полина Андреевна,09-02-1989,23-02-2019,1894
960,Дмитриев Тимофей Михайлович,19-08-1994,Седова София Игоревна,20-04-1983,14-04-2022,82
961,Муратов Вячеслав Дмитриевич,28-08-1981,Петухова Алиса Алексеевна,11-02-1994,02-03-2023,681
962,Макаров Тимур Артёмович,28-02-1982,Головина Анисия Михайловна,28-07-1983,12-09-2021,1669
963,Поликарпов Даниил Петрович,03-04-1985,Петрова Аделина Данииловна,07-04-1994,01-03-2022,1029
964,Булгаков Иван Владимирович,24-01-1987,Лукина Арина Кирилловна,13-08-1985,10-10-2022,170
965,Новиков Виктор Маркович,03-01-1994,Михайлова София Алексеевна,23-10-1999,25-01-2019,1065
966,Гусев Богдан Александрович,19-01-1997,Кудряшова Полина Алиевна,27-10-1997,10-12-2020,1034
967,Смирнов Дмитрий Григорьевич,16-03-1981,Старостина Ульяна Даниэльевна,23-07-1998,22-01-2021,1070
968,Гусев Станислав Викторович,15-10-1980,Васильева Анна Сергеевна,10-09-1995,24-07-2019,1005
969,Смирнов Лев Михайлович,16-02-1983,Назарова Алина Михайловна,03-01-1980,08-05-2020,1189
970,Иванов Владимир Владиславович,19-07-1990,Маркова Мария Леоновна,16-03-1988,27-11-2019,1980
971,Васильев Павел Артёмович,23-11-1995,Казакова Арина Александровна,11-01-1996,29-12-2020,1239
972,Молчанов Иван Максимович,07-04-1998,Кузина Полина Ильинична,13-01-1987,25-12-2019,1470
973,Родионов Михаил Дмитриевич,18-02-1990,Иванова Алиса Тихоновна,04-07-1999,05-09-2019,1555
974,Винокуров Степан Николаевич,07-10-1998,Хромова Варвара Леоновна,09-05-1993,06-03-2019,240
975,Дмитриев Тимофей Михайлович,29-06-1989,Васильева Полина Михайловна,13-07-1986,16-03-2018,1695
976,Кочетков Андрей Леонидович,01-11-1981,Григорьева Алиса Марковна,06-03-1998,06-10-2023,887
977,Царев Мартин Андреевич,13-12-1989,Зайцева Вероника Саввична,17-05-1990,10-11-2018,1150
978,Медведев Артём Ярославович,13-08-1980,Назарова Вероника Платоновна,20-09-1981,11-04-2019,1627
979,Белов Евгений Артёмович,01-02-1981,Михеева Аделина Елисеевна,10-05-1991,27-07-2019,1186
980,Дегтярев Илья Тимофеевич,26-08-1995,Латышева Злата Михайловна,27-02-1989,21-04-2019,772
981,Егоров Максим Даниилович,14-12-1986,Морозова Дарина Артёмовна,15-04-1991,26-09-2020,1848
982,Жуков Андрей Петрович,14-03-1990,Кошелева Эмилия Максимовна,28-06-1991,07-08-2018,24
983,Константинов Артемий Викторович,25-01-1983,Климова Александра Артемьевна,12-01-1988,11-07-2018,156
984,Данилов Владимир Егорович,09-12-1987,Петухова Алиса Алексеевна,30-07-1990,12-06-2019,1816
985,Аникин Фёдор Степанович,07-07-1989,Алексеева Арина Матвеевна,01-12-1981,14-01-2018,136
986,Дмитриев Тимофей Михайлович,19-08-1986,Розанова Виктория Кирилловна,13-01-1997,15-05-2022,493
987,Герасимов Давид Петрович,03-01-1980,Антипова София Игоревна,08-09-1985,12-03-2018,994
988,Попов Степан Кириллович,21-04-1988,Лаврентьева Таисия Артёмовна,29-03-1986,02-10-2022,1186
989,Царев Мартин Андреевич,10-02-1997,Васильева Анна Сергеевна,06-07-1982,01-04-2023,58
990,Шестаков Константин Степанович,16-10-1987,Нечаева Алёна Александровна,13-03-1984,11-01-2023,1573
991,Сорокин Артём Даниилович,04-11-1989,Львова Дарина Марковна,08-10-1993,28-02-2023,879
992,Попов Вячеслав Михайлович,24-05-1998,Васильева Полина Михайловна,26-10-1990,12-06-2020,634
993,Воронин Савелий Иванович,28-01-1984,Куликова Мелания Платоновна,21-07-1994,24-02-2019,953
994,Горбачев Александр Тихонович,10-04-1995,Казакова Арина Александровна,19-11-1981,24-07-2019,1623
995,Корнилов Олег Вадимович,29-12-1985,Васильева Анна Сергеевна,10-08-1995,30-08-2022,1051
996,Верещагин Даниил Демидович,07-02-1983,Попова Вера Ивановна,04-12-1985,09-04-2021,1268
997,Филатов Лука Андреевич,20-10-1985,Дементьева Екатерина Никитична,07-02-1990,06-11-2020,742
998,Филатов Лука Андреевич,21-03-1986,Семенова Анна Кирилловна,31-10-1997,17-11-2019,1457
999,Волков Герман Степанович,12-03-1982,Смирнова Стефания Всеволодовна,08-08-1997,19-05-2018,327
1000,Новиков Даниил Матвеевич,03-04-1995,Смирнова Ясмина Ивановна,31-05-1985,01-12-2022,1661
1001,Царев Мартин Андреевич,07-07-1999,Григорьева Алиса Марковна,08-11-1994,21-08-2022,1828
1002,Осипов Дмитрий Платонович,08-03-1999,Зайцева Ксения Артемьевна,05-02-1994,10-03-2019,1538
1003,Князев Марк Вадимович,25-01-1991,Петрова Аделина Данииловна,17-08-1997,09-07-2019,1766
1004,Ильин Матвей Максимович,17-07-1990,Кошелева Эмилия Максимовна,29-03-1996,27-09-2019,1146
1005,Казаков Марк Михайлович,16-08-1981,Медведева София Ильинична,07-11-1988,20-05-2021,91
1006,Муравьев Тимур Андреевич,12-03-1996,Бабушкина Амина Давидовна,02-12-1993,15-06-2023,1254
1007,Иванов Владимир Владиславович,21-02-1998,Климова Александра Артемьевна,15-01-1996,28-07-2020,21
1008,Горшков Егор Артёмович,29-06-1989,Климова Александра Артемьевна,23-01-1996,10-06-2020,305
1009,Винокуров Кирилл Алиевич,04-05-1994,Назарова Ульяна Арсеновна,25-04-1981,14-02-2020,1297
1010,Верещагин Даниил Демидович,31-03-1980,Куликова Мелания Платоновна,07-10-1982,06-02-2021,371
1011,Дубинин Мирон Егорович,13-06-1999,Архипова Варвара Макаровна,17-07-1995,25-10-2021,1791
1012,Калачев Всеволод Леонидович,26-08-1984,Макарова София Тимофеевна,12-05-1989,15-08-2021,1705
1013,Сергеев Марк Алиевич,07-04-1980,Седова София Игоревна,20-06-1982,28-04-2019,1291
1014,Константинов Артемий Викторович,18-11-1984,Макарова София Тимофеевна,10-01-1995,23-02-2021,1796
1015,Константинов Артемий Викторович,12-12-1989,Князева Валерия Ивановна,14-03-1991,07-03-2019,1672
1016,Смирнов Матвей Максимович,21-05-1996,Куликова Мелания Платоновна,22-04-1984,27-04-2020,1423
1017,Беляков Матвей Егорович,11-05-1993,Морозова Ева Данииловна,14-08-1991,16-08-2018,291
1018,Беляков Матвей Егорович,21-12-1993,Васильева Анна Сергеевна,31-01-1988,05-08-2018,1249
1019,Круглов Роман Максимович,31-10-1999,Бабушкина Амина Давидовна,18-11-1984,26-05-2022,1371
1020,Яковлев Даниил Георгиевич,04-10-1995,Морозова Дарина Артёмовна,21-10-1999,26-02-2018,174
1021,Суворов Матвей Богданович,20-12-1998,Николаева Алиса Григорьевна,06-08-1982,19-12-2023,1776
1022,Дегтярев Илья Тимофеевич,16-05-1989,Пахомова Майя Никитична,13-07-1981,16-05-2022,790
1023,Медведев Артём Ярославович,07-01-1986,Маркова Мария Леоновна,23-03-1980,09-09-2019,79
1024,Константинов Артемий Викторович,11-10-1980,Тихомирова Ксения Львовна,16-06-1994,18-08-2021,1625
1025,Жуков Андрей Петрович,16-08-1994,Смирнова Ясмина Ивановна,13-04-1991,18-02-2018,1351
1026,Петров Матвей Юрьевич,25-08-1984,Лобанова Полина Андреевна,04-03-1989,23-06-2020,1036
1027,Власов Андрей Семёнович,28-12-1981,Кузнецова Ксения Вячеславовна,06-01-1983,12-01-2023,301
1028,Смирнов Дмитрий Григорьевич,30-01-1981,Латышева Злата Михайловна,10-03-1983,24-11-2019,831
1029,Попов Степан Кириллович,12-11-1984,Ильина Вероника Олеговна,26-07-1999,06-05-2018,1009
1030,Герасимов Давид Петрович,27-06-1995,Павловская Вероника Владимировна,01-01-1985,24-08-2023,701
1031,Смирнов Дамир Даниилович,18-12-1982,Смирнова Екатерина Михайловна,09-02-1999,03-07-2021,1748
1032,Смирнов Матвей Максимович,23-03-1997,Розанова Виктория Кирилловна,22-04-1986,13-08-2018,1495
1033,Сорокин Артём Даниилович,28-10-1998,Лебедева Мария Егоровна,03-10-1987,07-12-2023,1228
1034,Фетисов Кирилл Артемьевич,27-10-1988,Комарова Мария Михайловна,12-10-1982,10-09-2020,1068
1035,Суворов Матвей Богданович,22-11-1990,Дроздова Марина Михайловна,27-12-1995,09-01-2019,1829
1036,Петров Матвей Юрьевич,05-02-1992,Козлова Ясмина Михайловна,14-11-1981,08-08-2019,1894
1037,Шестаков Константин Степанович,02-12-1980,Рябова Елизавета Владимировна,19-05-1985,20-12-2019,981
1038,Власов Андрей Семёнович,30-06-1982,Петухова Алиса Алексеевна,08-08-1999,03-10-2021,1115
1039,Давыдов Иван Матвеевич,25-03-1999,Самойлова Дарина Кирилловна,28-01-1991,11-10-2018,25
1040,Калачев Всеволод Леонидович,13-01-1986,Алексеева Арина Матвеевна,29-03-1980,19-11-2019,1974
1041,Дмитриев Тимофей Михайлович,19-07-1985,Алексеева Арина Матвеевна,06-02-1995,25-10-2018,197
1042,Калачев Всеволод Леонидович,13-01-1993,Кузнецова Ксения Вячеславовна,01-08-1994,29-01-2019,131
1043,Пантелеев Максим Алексеевич,21-10-1997,Иванова Дарья Сергеевна,18-02-1991,11-01-2021,926
1044,Белоусов Фёдор Даниилович,03-09-1994,Петрова Юлия Никитична,16-04-1996,15-06-2020,1704
1045,Давыдов Иван Матвеевич,30-05-1996,Медведева София Ильинична,16-12-1995,13-05-2020,290
1046,Молчанов Иван Максимович,12-06-1998,Макарова София Тимофеевна,13-06-1990,09-03-2020,712
1047,Казанцев Марк Назарович,09-10-1980,Седова София Игоревна,13-05-1994,25-01-2019,420
1048,Волков Герман Степанович,05-03-1997,Смирнова Варвара Борисовна,07-04-1989,09-02-2023,588
1049,Аникин Фёдор Степанович,30-10-1983,Андреева Варвара Арсентьевна,28-07-1981,12-02-2019,1486
1050,Иванов Даниил Сергеевич,16-05-1990,Зайцева Вероника Саввична,11-04-1982,07-05-2021,1340
1051,Макаров Тимур Артёмович,09-03-1998,Баранова Дарья Владимировна,11-04-1990,10-04-2023,1487
1052,Макаров Давид Артурович,05-11-1982,Розанова Виктория Кирилловна,21-02-1988,15-05-2019,104
1053,Ефремов Дмитрий Всеволодович,19-08-1985,Зайцева Виктория Никитична,11-07-1989,09-02-2018,1744
1054,Овчинников Владимир Алексеевич,17-01-1991,Ершова София Максимовна,06-09-1981,26-04-2021,1183
1055,Буров Дмитрий Лукич ,22-01-1995,Тихомирова Ксения Львовна,30-05-1986,22-10-2022,520
1056,Суворов Матвей Богданович,23-03-1981,Дроздова Марина Михайловна,23-08-1992,28-08-2020,27
1057,Данилов Владимир Егорович,21-08-1987,Кузнецова Ксения Вячеславовна,13-07-1980,29-06-2019,1747
1058,Суворов Матвей Богданович,01-10-1980,Кочеткова Полина Робертовна,26-09-1982,30-09-2022,1025
1059,Казанцев Марк Назарович,05-11-1999,Баранова Дарья Владимировна,30-11-1998,03-07-2023,487
1060,Поликарпов Даниил Петрович,05-12-1994,Трофимова Ангелина Матвеевна,20-04-1999,13-08-2019,1834
1061,Королев Владимир Даниилович,08-09-1995,Емельянова Арина Артёмовна,01-03-1996,16-05-2023,452
1062,Филатов Лука Андреевич,09-04-1988,Кузьмина Айлин Степановна,14-02-1987,11-09-2019,1594
1063,Королев Владимир Даниилович,01-06-1999,Дубова Ксения Алексеевна,13-04-1983,21-04-2020,1407
1064,Кузнецов Михаил Демидович,11-09-1985,Михайлова София Алексеевна,19-09-1994,26-06-2020,334
1065,Кононов Виктор Максимович,18-03-1999,Добрынина Милана Данииловна,27-11-1992,30-10-2021,700
1066,Ширяев Кирилл Ильич,01-01-1984,Дубова Ксения Алексеевна,18-03-1992,15-02-2023,861
1067,Поликарпов Даниил Петрович,14-01-1989,Дементьева Екатерина Никитична,10-01-1998,17-12-2022,1038
1068,Михайлов Артём Андреевич,29-10-1995,Попова Вера Ивановна,12-06-1982,12-03-2021,130
1069,Мельников Арсений Данилович,29-03-1993,Лебедева Мария Егоровна,19-02-1981,19-01-2022,1779
1070,Винокуров Кирилл Алиевич,03-11-1989,Смирнова Екатерина Михайловна,07-12-1995,15-01-2023,124
1071,Белов Евгений Артёмович,06-11-1994,Павлова Александра Ярославовна,28-09-1983,07-08-2018,705
1072,Титов Артур Артёмович,14-02-1988,Лаврентьева Таисия Артёмовна,07-07-1998,10-01-2019,164
1073,Филатов Лука Андреевич,14-06-1980,Дементьева Екатерина Никитична,06-06-1987,03-02-2021,1264
1074,Новиков Виктор Маркович,01-11-1996,Казакова Арина Александровна,24-12-1995,29-07-2022,166
1075,Ильин Матвей Максимович,20-06-1986,Кузина Полина Ильинична,21-11-1994,22-11-2021,1913
1076,Молчанов Иван Максимович,29-09-1988,Львова Дарина Марковна,25-02-1999,04-06-2020,1233
1077,Пантелеев Максим Алексеевич,16-04-1998,Попова Вера Ивановна,01-06-1999,16-01-2018,324
1078,Дубинин Мирон Егорович,25-06-1996,Князева Валерия Ивановна,10-11-1981,15-02-2023,149
1079,Хромов Кирилл Александрович,22-11-1990,Савельева София Мироновна,05-06-1990,21-08-2023,1971
1080,Симонов Савва Дмитриевич,21-05-1998,Князева Валерия Ивановна,29-05-1985,25-03-2018,1909
1081,Кочетков Андрей Леонидович,15-08-1995,Михеева Аделина Елисеевна,07-08-1998,30-10-2022,1824
1082,Романов Вячеслав Савельевич,01-09-1991,Старостина Ульяна Даниэльевна,04-06-1990,27-09-2018,880
1083,Верещагин Даниил Демидович,04-03-1980,Николаева Алиса Григорьевна,27-10-1994,29-05-2018,623
1084,Винокуров Степан Николаевич,16-10-1996,Петровская Ева Егоровна,24-02-1999,05-10-2018,1998
1085,Гусев Станислав Викторович,27-06-1993,Зайцева Виктория Никитична,16-03-1995,22-12-2022,1259
1086,Герасимов Давид Петрович,16-08-1990,Васильева Полина Михайловна,05-04-1993,16-06-2021,978
1087,Ильин Матвей Максимович,21-09-1994,Попова Вера Ивановна,09-06-1987,05-06-2021,31
1088,Смирнов Матвей Максимович,27-07-1994,Дроздова Марина Михайловна,30-04-1988,17-06-2023,458
1089,Макаров Давид Артурович,01-03-1994,Григорьева Алиса Марковна,05-10-1987,03-03-2020,1622
1090,Смирнов Дмитрий Григорьевич,16-06-1986,Григорьева Ксения Данииловна,17-04-1985,16-07-2023,663
1091,Муратов Вячеслав Дмитриевич,24-02-1984,Петухова Алиса Алексеевна,04-12-1981,27-12-2022,1677
1092,Васильев Павел Артёмович,04-03-1999,Петрова Юлия Никитична,13-10-1986,04-11-2018,619
1093,Власов Андрей Семёнович,13-07-1981,Смирнова Стефания Всеволодовна,29-08-1982,06-02-2019,378
1094,Хромов Кирилл Александрович,15-06-1989,Смирнова Варвара Борисовна,26-04-1980,22-09-2022,850
1095,Колесов Адам Петрович,05-03-1999,Мартынова Полина Ивановна,06-08-1984,23-03-2018,593
1096,Соловьев Илья Денисович,09-06-1998,Вавилова Маргарита Никитична,25-11-1998,01-03-2022,174
1097,Васильев Давид Тимофеевич,06-03-1987,Павлова Александра Ярославовна,25-11-1998,20-11-2022,1327
1098,Константинов Артемий Викторович,18-04-1990,Павловская Вероника Владимировна,12-02-1986,05-04-2023,127
1099,Смирнов Дамир Даниилович,25-03-1981,Розанова Виктория Кирилловна,17-11-1987,07-05-2019,1665
1100,Булгаков Иван Владимирович,16-03-1987,Антипова София Игоревна,05-08-1993,13-07-2021,658
1101,Осипов Максим Максимович,25-08-1990,Михеева Аделина Елисеевна,10-07-1988,04-03-2020,777
1102,Винокуров Степан Николаевич,09-09-1988,Семенова Анна Кирилловна,26-01-1985,16-09-2019,1605
1103,Ефремов Дмитрий Всеволодович,27-01-1995,Смирнова Варвара Борисовна,10-11-1999,11-01-2022,349
1104,Иванов Владимир Владиславович,17-12-1982,Колосова Виктория Дмитриевна,23-04-1986,05-06-2020,501
1105,Данилов Владимир Егорович,01-08-1982,Куликова Мелания Платоновна,05-07-1993,25-04-2020,1848
1106,Новиков Андрей Денисович,04-08-1980,Комарова Мария Михайловна,18-03-1990,27-09-2022,1314
1107,Винокуров Кирилл Алиевич,31-07-1981,Петрова Аделина Данииловна,05-09-1996,29-10-2022,1485
1108,Корчагин Даниил Борисович,14-09-1998,Ершова София Максимовна,02-12-1985,07-12-2020,1572
1109,Волков Герман Степанович,24-03-1988,Морозова Дарина Артёмовна,21-02-1985,07-06-2023,1599
1110,Казанцев Марк Назарович,13-10-1998,Пирогова Агата Ивановна,11-09-1981,14-01-2021,429
1111,Романов Вячеслав Савельевич,14-02-1982,Смирнова Варвара Борисовна,29-11-1992,14-03-2019,1897
1112,Пименов Демид Валерьевич,30-08-1986,Васильева Полина Михайловна,21-06-1994,11-11-2020,1992
1113,Поликарпов Даниил Петрович,07-06-1995,Васильева Анна Сергеевна,09-05-1991,11-11-2019,1325
1114,Макаров Давид Артурович,14-02-1982,Вавилова Маргарита Никитична,03-07-1982,12-10-2018,1853
1115,Осипов Дмитрий Платонович,10-11-1991,Смирнова Екатерина Михайловна,21-05-1985,12-01-2021,603
1116,Дегтярев Илья Тимофеевич,29-10-1985,Седова София Игоревна,14-04-1997,22-03-2023,253
1117,Сорокин Артём Даниилович,20-03-1993,Рябова Елизавета Владимировна,05-03-1992,25-09-2021,1875
1118,Пантелеев Максим Алексеевич,29-11-1982,Комарова Мария Михайловна,19-12-1995,19-07-2022,1154
1119,Смирнов Дамир Даниилович,15-09-1992,Антипова София Игоревна,12-10-1997,19-04-2022,621
1120,Князев Марк Вадимович,05-05-1995,Медведева София Ильинична,31-10-1982,03-11-2019,438
1121,Воробьев Савва Павлович,03-01-1993,Лебедева Мария Егоровна,30-11-1980,15-01-2019,409
1122,Поликарпов Даниил Петрович,01-03-1980,Ильина Вероника Олеговна,28-01-1997,01-06-2019,1298
1123,Пантелеев Максим Алексеевич,01-03-1991,Смирнова Екатерина Михайловна,14-12-1999,04-09-2022,806
1124,Колесов Адам Петрович,02-10-1983,Михайлова София Алексеевна,18-05-1984,18-04-2021,877
1125,Миронов Фёдор Григорьевич,27-01-1986,Смирнова Варвара Борисовна,10-03-1980,27-05-2021,1544
1126,Гусев Станислав Викторович,08-05-1983,Петрова Юлия Никитична,26-08-1982,10-11-2020,363
1127,Королев Владимир Даниилович,09-04-1990,Козлова Мария Алексеевна,01-12-1986,24-11-2021,408
1128,Гусев Станислав Викторович,04-10-1995,Назарова Ульяна Арсеновна,04-08-1993,14-09-2022,1928
1129,Беляков Матвей Егорович,03-07-1989,Бабушкина Амина Давидовна,24-06-1996,03-12-2020,613
1130,Степанов Андрей Григорьевич,08-05-1981,Козлова Мария Алексеевна,27-02-1998,04-11-2022,674
1131,Жуков Андрей Петрович,14-04-1992,Смирнова Ясмина Ивановна,19-06-1994,19-02-2019,237
1132,Крючков Алексей Васильевич,27-08-1980,Климова Александра Артемьевна,15-02-1985,08-11-2020,1439
1133,Крючков Алексей Васильевич,05-02-1992,Толкачева Софья Ивановна,04-12-1998,25-11-2023,9
1134,Казаков Марк Михайлович,05-07-1982,Дубова Ксения Алексеевна,11-09-1985,25-01-2019,193
1135,Новиков Андрей Денисович,29-05-1981,Куликова Дарья Георгиевна,12-05-1992,16-08-2023,1330
1136,Данилов Владимир Егорович,03-07-1980,Иванова Анна Григорьевна,10-05-1989,19-12-2020,903
1137,Степанов Андрей Григорьевич,30-05-1987,Латышева Злата Михайловна,12-02-1990,27-06-2020,652
1138,Кочетков Андрей Леонидович,21-08-1986,Антипова София Игоревна,22-05-1990,13-09-2019,55
1139,Винокуров Степан Николаевич,21-03-1997,Кудряшова Полина Алиевна,02-04-1981,04-01-2019,608
1140,Дегтярев Илья Тимофеевич,27-06-1992,Петровская Амира Тимофеевна,04-04-1985,02-10-2022,1536
1141,Федоров Вячеслав Юрьевич,02-02-1983,Семенова Анна Кирилловна,18-03-1987,18-11-2019,1998
1142,Кононов Виктор Максимович,03-11-1990,Иванова Алиса Тихоновна,19-01-1984,01-10-2018,598
1143,Волков Герман Степанович,18-02-1981,Самойлова Дарина Кирилловна,24-08-1993,27-01-2021,974
1144,Кононов Виктор Максимович,11-10-1997,Николаева Алиса Григорьевна,25-05-1995,01-07-2018,1079
1145,Молчанов Иван Максимович,20-02-1989,Емельянова Арина Артёмовна,24-05-1988,30-07-2020,1141
1146,Казанцев Марк Назарович,03-08-1993,Маркова Мария Леоновна,27-04-1981,07-12-2019,819
1147,Пантелеев Максим Алексеевич,15-10-1996,Панина Таисия Денисовна,20-09-1994,07-09-2019,1377
1148,Калачев Всеволод Леонидович,08-12-1985,Добрынина Милана Данииловна,08-12-1986,22-09-2021,189
1149,Корнилов Олег Вадимович,15-03-1983,Суворова Стефания Артёмовна,10-04-1998,14-04-2022,1186
1150,Васильев Давид Тимофеевич,28-02-1990,Петрова Юлия Никитична,24-02-1995,27-02-2019,1626
1151,Симонов Савва Дмитриевич,29-08-1993,Пирогова Агата Ивановна,20-05-1990,25-03-2023,290
1152,Медведев Александр Платонович,05-05-1986,Зайцева Вероника Саввична,02-12-1988,31-01-2020,790
1153,Михайлов Артём Андреевич,03-05-1989,Куликова Дарья Георгиевна,08-01-1999,28-05-2019,1829
1154,Крючков Алексей Васильевич,04-11-1987,Кузьмина Айлин Степановна,31-07-1995,03-04-2023,1332
1155,Мельников Арсений Данилович,16-09-1990,Седова София Игоревна,04-07-1985,04-06-2018,1142
1156,Симонов Савва Дмитриевич,22-06-1991,Савельева София Мироновна,31-08-1995,13-05-2021,92
1157,Герасимов Давид Петрович,24-07-1983,Львова Дарина Марковна,25-08-1994,11-08-2019,648
1158,Кочетков Андрей Леонидович,29-04-1990,Морозова Ева Данииловна,31-07-1995,25-02-2022,1343
1159,Яковлев Даниил Георгиевич,06-01-1991,Кошелева Эмилия Максимовна,20-10-1980,14-03-2022,1446
1160,Фомин Лев Александрович,02-08-1985,Добрынина Милана Данииловна,07-10-1982,19-02-2018,109
1161,Пименов Демид Валерьевич,11-05-1999,Козлова Мария Алексеевна,30-01-1986,15-02-2019,1900
1162,Петров Матвей Юрьевич,28-08-1993,Григорьева Алиса Марковна,22-08-1988,15-06-2023,21
1163,Ефремов Дмитрий Всеволодович,22-06-1988,Смирнова Ясмина Ивановна,20-08-1990,10-05-2020,593
1164,Попов Степан Кириллович,22-02-1985,Комарова Мария Михайловна,10-09-1982,09-10-2021,1386
1165,Савельев Роман Михайлович,06-07-1994,Назарова Алина Михайловна,13-07-1995,10-04-2023,1802
1166,Романов Вячеслав Савельевич,06-11-1997,Тихомирова Ксения Львовна,24-01-1997,09-02-2023,768
1167,Горшков Егор Артёмович,20-05-1996,Кононова Алина Георгиевна,04-10-1988,07-02-2023,1154
1168,Жуков Андрей Петрович,23-07-1989,Дементьева Екатерина Лукинична,13-07-1988,28-11-2018,1124
1169,Дмитриев Тимофей Михайлович,11-10-1985,Ершова София Максимовна,30-11-1982,14-09-2019,1665
1170,Смирнов Матвей Максимович,17-08-1989,Савельева София Мироновна,11-08-1990,08-09-2022,1863
1171,Корнилов Олег Вадимович,31-01-1999,Козлова Ясмина Михайловна,25-12-1997,10-04-2023,981
1172,Герасимов Давид Петрович,26-10-1987,Кононова Алина Георгиевна,14-05-1997,18-05-2019,382
1173,Романов Вячеслав Савельевич,14-06-1988,Лобанова Полина Андреевна,12-06-1993,20-09-2022,802
1174,Титов Артур Артёмович,26-05-1982,Михайлова София Алексеевна,20-09-1992,06-02-2022,1693
1175,Титов Артур Артёмович,11-06-1994,Попова Вера Ивановна,22-03-1981,16-10-2020,213
1176,Степанов Андрей Григорьевич,13-05-1987,Дубова Ксения Алексеевна,22-10-1993,23-02-2019,101
1177,Осипов Дмитрий Платонович,16-05-1997,Васильева Полина Михайловна,11-09-1991,08-09-2021,1338
1178,Новиков Виктор Маркович,26-09-1988,Князева Валерия Ивановна,23-09-1981,04-01-2018,304
1179,Сорокин Артём Даниилович,10-03-1991,Куликова Мелания Платоновна,28-10-1990,28-03-2019,1078
1180,Сорокин Артём Даниилович,14-01-1998,Григорьева Ксения Данииловна,13-10-1992,13-07-2020,239
1181,Дмитриев Тимофей Михайлович,15-09-1991,Пахомова Майя Никитична,20-08-1995,06-10-2019,1814
1182,Новиков Виктор Маркович,11-11-1999,Дементьева Екатерина Никитична,13-02-1994,27-12-2020,824
1183,Муравьев Тимур Андреевич,20-10-1999,Крылова Елизавета Владиславовна,16-04-1997,12-09-2021,888
1184,Васильев Егор Тимофеевич,03-08-1980,Васильева Анна Сергеевна,06-03-1988,21-04-2018,1790
1185,Горбачев Александр Тихонович,15-08-1982,Иванова Дарья Сергеевна,11-07-1992,25-04-2022,1163
1186,Давыдов Иван Матвеевич,03-10-1984,Старостина Ульяна Даниэльевна,18-06-1989,11-05-2022,890
1187,Казанцев Марк Назарович,06-04-1991,Макарова София Тимофеевна,04-06-1981,18-05-2018,308
1188,Симонов Савва Дмитриевич,13-01-1982,Смирнова Варвара Борисовна,04-12-1997,22-12-2020,997
1189,Лебедев Тимур Максимович,06-12-1989,Толкачева Софья Ивановна,02-03-1999,23-09-2019,581
1190,Сергеев Андрей Иванович,14-01-1996,Бабушкина Амина Давидовна,08-08-1996,27-08-2021,1021
1191,Михайлов Артём Андреевич,28-11-1984,Борисова Вероника Савельевна,02-01-1987,02-07-2018,1267
1192,Винокуров Степан Николаевич,21-10-1998,Козлова Мария Алексеевна,23-01-1988,10-12-2019,973
1193,Макаров Тимур Артёмович,25-12-1990,Алексеева Ульяна Тимофеевна,26-02-1990,06-05-2021,1480
1194,Корнилов Олег Вадимович,20-07-1995,Петухова Алиса Алексеевна,25-05-1981,12-08-2020,210
1195,Винокуров Степан Николаевич,01-07-1999,Тихомирова Ксения Львовна,19-07-1980,02-06-2022,392
1196,Сергеев Андрей Иванович,23-10-1985,Макарова София Тимофеевна,31-07-1999,29-10-2022,812
1197,Дмитриев Тимофей Михайлович,12-04-1989,Дементьева Екатерина Никитична,27-10-1989,14-11-2023,1896
1198,Молчанов Иван Максимович,21-03-1997,Попова Вера Ивановна,20-04-1993,01-05-2023,660
1199,Сергеев Андрей Иванович,25-07-1994,Петрова Юлия Никитична,16-01-1993,04-01-2021,592
1200,Муравьев Тимур Андреевич,16-03-1989,Петровская Амира Тимофеевна,11-03-1988,28-03-2021,822
1201,Васильев Павел Артёмович,24-10-1998,Мартынова Полина Ивановна,05-09-1986,16-01-2022,1625
1202,Корнилов Олег Вадимович,20-10-1989,Трофимова Ангелина Матвеевна,12-03-1986,27-01-2020,1390
1203,Медведев Александр Платонович,20-08-1994,Кузьмина Айлин Степановна,06-01-1994,07-11-2020,638
1204,Волков Герман Степанович,31-12-1981,Архипова Варвара Макаровна,01-01-1999,10-09-2019,246
