,Groom fullname,Groom birth date,Bride fullname,Bride birth date,Wedding date,Registry office number
6350,Давыдов Иван Матвеевич,16-07-1984,Иванова Алиса Тихоновна,03-01-1995,06-02-2022,3253
6351,Казаков Марк Михайлович,16-07-1986,Хромова Варвара Леоновна,21-04-1983,08-02-2023,8017
6352,Аникин Фёдор Степанович,04-09-1980,Козлова Ясмина Михайловна,26-12-1989,14-08-2023,2758
6353,Кононов Виктор Максимович,13-06-1986,Иванова Алиса Тихоновна,08-07-1983,01-08-2019,6482
6354,Дегтярев Илья Тимофеевич,20-05-1983,Андреева Варвара Арсентьевна,24-02-1994,09-03-2023,800
6355,Дегтярев Илья Тимофеевич,18-07-1985,Григорьева Алиса Марковна,09-03-1980,12-10-2023,8193
6356,Пантелеев Максим Алексеевич,15-04-1987,Колосова Виктория Дмитриевна,18-11-1983,03-12-2020,1125
6357,Винокуров Кирилл Алиевич,05-01-1992,Панина Таисия Денисовна,04-02-1995,21-12-2019,2317
6358,Макаров Давид Артурович,01-08-1985,Кузина Полина Ильинична,21-01-1988,30-10-2023,5834
6359,Смирнов Степан Константинович,09-12-1993,Козлова Мария Алексеевна,21-07-1985,06-10-2019,2528
6360,Верещагин Даниил Демидович,10-06-1996,Иванова Дарья Сергеевна,26-12-1983,27-11-2019,2651
6361,Кузнецов Михаил Демидович,03-03-1989,Казакова Арина Александровна,29-04-1980,15-02-2020,8255
6362,Смирнов Дамир Даниилович,06-01-1985,Толкачева Софья Ивановна,25-02-1988,22-09-2021,7658
6363,Крючков Алексей Васильевич,23-05-1991,Иванова Алиса Тихоновна,28-01-1988,03-03-2019,3370
6364,Крючков Алексей Васильевич,01-09-1991,Кузина Полина Ильинична,01-02-1993,30-11-2023,3791
6365,Смирнов Матвей Максимович,19-03-1995,Кочеткова Полина Робертовна,16-08-1990,19-06-2019,5711
6366,Пименов Демид Валерьевич,07-04-1991,Зайцева Виктория Никитична,06-12-1999,16-02-2020,5293
6367,Попов Степан Кириллович,02-04-1999,Смирнова Екатерина Михайловна,19-04-1992,28-02-2022,7978
6368,Гусев Богдан Александрович,19-04-1980,Дубова Ксения Алексеевна,07-05-1986,28-02-2021,2062
6369,Сергеев Андрей Иванович,29-07-1996,Васильева Анна Сергеевна,24-09-1998,28-06-2019,7978
6370,Степанов Андрей Григорьевич,12-03-1981,Петрова Аделина Данииловна,22-10-1985,08-03-2018,446
6371,Смирнов Матвей Максимович,27-06-1995,Лукина Арина Кирилловна,04-10-1983,20-07-2021,251
6372,Смирнов Степан Константинович,02-06-1989,Назарова Вероника Платоновна,22-07-1986,01-02-2019,1216
6373,Ефремов Дмитрий Всеволодович,16-02-1997,Хромова Варвара Леоновна,21-11-1997,29-05-2021,5179
6374,Иванов Даниил Сергеевич,14-06-1991,Суворова Стефания Артёмовна,27-12-1990,22-05-2018,4880
6375,Гусев Станислав Викторович,25-04-1995,Лебедева Мария Егоровна,27-05-1989,21-11-2023,1977
6376,Калачев Всеволод Леонидович,20-03-1996,Михеева Аделина Елисеевна,10-07-1987,09-09-2019,4533
6377,Новиков Даниил Матвеевич,30-09-1982,Григорьева Ксения Данииловна,10-04-1989,08-02-2023,3368
6378,Молчанов Иван Максимович,06-01-1980,Павловская Вероника Владимировна,02-02-1997,22-01-2023,1957
6379,Пантелеев Максим Алексеевич,09-02-1982,Головина Анисия Михайловна,01-11-1992,30-01-2022,7554
6380,Поликарпов Даниил Петрович,30-03-1981,Назарова Вероника Платоновна,09-09-1996,14-11-2023,9868
6381,Новиков Даниил Матвеевич,30-08-1985,Колосова Виктория Дмитриевна,05-11-1996,25-11-2023,32
6382,Гусев Станислав Викторович,15-01-1992,Петровская Амира Тимофеевна,19-12-1991,11-06-2021,1541
6383,Верещагин Даниил Демидович,22-10-1989,Смирнова Ясмина Ивановна,14-05-1992,27-02-2019,3461
6384,Винокуров Кирилл Алиевич,04-11-1992,Куликова Дарья Георгиевна,27-02-1985,20-01-2018,2796
6385,Верещагин Даниил Демидович,18-02-1995,Панина Таисия Денисовна,07-10-1995,08-10-2018,9430
6386,Осипов Дмитрий Платонович,25-05-1984,Кошелева Эмилия Максимовна,15-04-1986,24-06-2022,7266
6387,Осипов Дмитрий Платонович,16-10-1999,Пахомова Майя Никитична,17-07-1988,26-12-2022,2590
6388,Левин Артемий Степанович,10-03-1989,Зайцева Ксения Артемьевна,15-06-1990,13-09-2022,4469
6389,Поликарпов Даниил Петрович,16-08-1994,Богомолова Лидия Вячеславовна,01-09-1989,31-08-2018,8955
6390,Поликарпов Даниил Петрович,23-08-1996,Казакова Арина Александровна,02-09-1988,07-10-2021,5564
6391,Казаков Марк Михайлович,30-12-1999,Степанова Екатерина Владимировна,22-03-1987,28-07-2021,5550
6392,Белоусов Фёдор Даниилович,19-03-1993,Борисова Вероника Савельевна,14-12-1986,14-12-2023,142
6393,Булгаков Иван Владимирович,25-05-1982,Григорьева Ксения Данииловна,11-08-1996,29-03-2019,4591
6394,Пименов Демид Валерьевич,16-07-1981,Ершова София Максимовна,24-07-1994,17-02-2022,1662
6395,Фетисов Кирилл Артемьевич,12-07-1991,Комарова Мария Михайловна,20-02-1980,25-01-2023,6701
6396,Иванов Даниил Сергеевич,12-03-1988,Лебедева Мария Егоровна,20-08-1989,01-08-2022,4652
6397,Васильев Давид Тимофеевич,30-04-1996,Панина Таисия Денисовна,05-08-1998,08-02-2022,8653
6398,Осипов Максим Максимович,05-11-1989,Лебедева Мария Егоровна,01-07-1999,19-11-2021,783
6399,Новиков Даниил Матвеевич,05-06-1985,Алексеева Арина Матвеевна,19-03-1998,19-01-2020,1040
6400,Молчанов Иван Максимович,15-08-1990,Кузина Полина Ильинична,13-07-1989,15-09-2022,148
6401,Яковлев Даниил Георгиевич,14-01-1985,Казакова Арина Александровна,18-08-1998,14-10-2020,8182
6402,Смирнов Дамир Даниилович,27-03-1982,Колесникова Злата Никитична,06-03-1998,16-09-2022,450
6403,Царев Мартин Андреевич,07-07-1997,Куликова Мелания Платоновна,09-03-1995,17-05-2019,1502
6404,Васильев Павел Артёмович,13-07-1984,Алексеева Ульяна Тимофеевна,07-03-1982,08-11-2022,6178
6405,Васильев Павел Артёмович,27-01-1998,Бабушкина Амина Давидовна,10-06-1994,16-10-2019,6846
6406,Белоусов Фёдор Даниилович,23-01-1984,Дубова Ксения Алексеевна,29-04-1999,19-02-2019,1465
6407,Данилов Владимир Егорович,23-01-1983,Бабушкина Амина Давидовна,17-08-1980,08-09-2023,7341
6408,Попов Степан Кириллович,28-03-1996,Козлова Ясмина Михайловна,24-01-1996,14-08-2018,188
6409,Дегтярев Илья Тимофеевич,18-10-1980,Зайцева Вероника Саввична,23-01-1990,01-10-2023,7648
6410,Иванов Михаил Сергеевич,16-12-1988,Зайцева Вероника Саввична,15-01-1999,29-03-2020,7394
6411,Овчинников Владимир Алексеевич,08-06-1982,Богомолова Лидия Вячеславовна,18-02-1993,25-11-2022,9307
6412,Горшков Егор Артёмович,13-06-1994,Вавилова Маргарита Никитична,19-05-1980,05-02-2020,6124
6413,Дубинин Мирон Егорович,18-12-1983,Куликова Мелания Платоновна,04-12-1999,17-04-2021,6510
6414,Сергеев Марк Алиевич,26-11-1993,Григорьева Ксения Данииловна,07-05-1999,14-01-2022,4424
6415,Макаров Тимур Артёмович,16-01-1986,Колесникова Злата Никитична,29-09-1999,18-03-2019,4829
6416,Дмитриев Тимофей Михайлович,03-08-1988,Дементьева Екатерина Лукинична,08-05-1988,30-03-2019,7682
6417,Власов Денис Степанович,25-11-1999,Петрова Юлия Никитична,11-11-1996,23-01-2019,2107
6418,Князев Марк Вадимович,03-11-1990,Павловская Вероника Владимировна,23-11-1989,07-06-2020,7377
6419,Соловьев Илья Денисович,23-08-1994,Вавилова Маргарита Никитична,14-08-1998,19-10-2022,217
6420,Смирнов Матвей Максимович,27-09-1997,Старостина Ульяна Даниэльевна,29-08-1984,13-05-2022,9071
6421,Королев Владимир Даниилович,10-07-1986,Кошелева Эмилия Максимовна,21-05-1986,13-07-2018,6452
6422,Корчагин Даниил Борисович,21-02-1984,Самойлова Дарина Кирилловна,26-09-1989,04-05-2018,5876
6423,Дегтярев Илья Тимофеевич,02-12-1993,Смирнова Ясмина Ивановна,18-12-1987,26-10-2023,574
6424,Булгаков Иван Владимирович,10-04-1990,Кузина Полина Ильинична,10-05-1985,27-11-2019,9686
6425,Ширяев Кирилл Ильич,25-12-1980,Назарова Вероника Платоновна,25-11-1986,07-08-2021,428
6426,Гусев Богдан Александрович,06-09-1990,Иванова Алиса Тихоновна,07-06-1992,15-08-2019,7963
6427,Смирнов Дамир Даниилович,27-08-1982,Латышева Злата Михайловна,27-11-1997,04-12-2021,974
6428,Кочетков Андрей Леонидович,24-07-1983,Панина Таисия Денисовна,08-01-1981,17-08-2019,8501
6429,Хромов Кирилл Александрович,30-03-1986,Зайцева Вероника Саввична,09-10-1987,24-11-2019,7197
6430,Васильев Павел Артёмович,27-09-1992,Самойлова Дарина Кирилловна,18-12-1985,24-03-2018,8777
6431,Колесов Адам Петрович,26-09-1999,Павлова Агата Савельевна,14-08-1989,04-01-2020,2796
6432,Осипов Дмитрий Платонович,27-12-1989,Павлова Александра Ярославовна,25-01-1983,01-12-2019,2206
6433,Степанов Андрей Григорьевич,26-08-1998,Смирнова Екатерина Михайловна,31-05-1989,11-08-2023,7504
6434,Новиков Виктор Маркович,24-06-1995,Зайцева Ксения Артемьевна,24-03-1986,22-11-2018,7400
6435,Михайлов Артём Андреевич,07-04-1996,Кочеткова Полина Робертовна,28-02-1994,26-12-2021,1236
6436,Пименов Демид Валерьевич,06-01-1990,Николаева Алиса Григорьевна,20-02-1986,26-11-2023,2020
6437,Елисеев Денис Никитич,27-08-1988,Вишневская Алисия Андреевна,08-07-1989,16-07-2021,2228
6438,Попов Степан Кириллович,09-02-1989,Семенова Анна Кирилловна,06-07-1996,30-09-2019,6392
6439,Мельников Арсений Данилович,06-12-1995,Иванова Алиса Тихоновна,18-06-1985,15-12-2023,3121
6440,Кононов Виктор Максимович,12-05-1995,Трофимова Ангелина Матвеевна,23-03-1983,21-08-2022,4858
6441,Осипов Максим Максимович,31-10-1983,Головина Анисия Михайловна,25-08-1992,29-05-2021,3243
6442,Муратов Вячеслав Дмитриевич,14-06-1992,Дроздова Марина Михайловна,10-08-1982,03-02-2018,5326
6443,Михайлов Артём Андреевич,07-06-1992,Савельева София Мироновна,24-09-1981,04-10-2020,421
6444,Осипов Дмитрий Платонович,15-11-1988,Архипова Варвара Макаровна,25-02-1994,20-12-2022,4819
6445,Колесов Адам Петрович,13-01-1989,Емельянова Арина Артёмовна,06-10-1988,25-12-2023,7701
6446,Воробьев Савва Павлович,20-08-1981,Борисова Вероника Савельевна,16-10-1991,26-12-2022,7348
6447,Калачев Всеволод Леонидович,02-07-1999,Емельянова Арина Артёмовна,26-02-1986,18-09-2022,9891
6448,Овчинников Владимир Алексеевич,24-04-1993,Панина Таисия Денисовна,02-11-1986,13-02-2018,6299
6449,Кочетков Андрей Леонидович,09-08-1996,Назарова Ульяна Арсеновна,18-10-1996,27-09-2019,6123
6450,Белов Евгений Артёмович,29-05-1980,Алексеева Арина Матвеевна,16-05-1986,27-07-2018,7009
6451,Поликарпов Даниил Петрович,15-09-1980,Васильева Анна Сергеевна,17-11-1998,04-12-2023,6829
6452,Яковлев Даниил Георгиевич,30-08-1998,Лаврентьева Таисия Артёмовна,04-07-1982,28-06-2023,7516
6453,Пантелеев Максим Алексеевич,08-06-1986,Казакова Арина Александровна,04-02-1993,06-02-2023,6871
6454,Филатов Лука Андреевич,25-05-1980,Баранова Дарья Владимировна,17-11-1989,22-05-2019,5485
6455,Марков Максим Александрович,24-01-1999,Попова Вера Ивановна,17-10-1991,09-11-2021,1276
6456,Новиков Андрей Денисович,15-12-1990,Куликова Дарья Георгиевна,26-03-1984,13-06-2019,8965
6457,Корчагин Даниил Борисович,23-12-1993,Маркова Мария Леоновна,25-01-1980,25-11-2021,7533
6458,Медведев Артём Ярославович,08-07-1990,Алексеева Арина Матвеевна,23-04-1999,30-08-2022,6351
6459,Винокуров Степан Николаевич,23-09-1996,Лебедева Мария Егоровна,24-08-1992,27-04-2020,6789
6460,Ширяев Кирилл Ильич,24-12-1991,Лебедева Мария Егоровна,02-10-1995,18-05-2019,7200
6461,Кочетков Андрей Леонидович,18-09-1983,Иванова Анна Григорьевна,31-12-1992,04-07-2021,2728
6462,Михайлов Артём Андреевич,23-04-1990,Емельянова Арина Артёмовна,16-04-1997,04-08-2018,165
6463,Булгаков Иван Владимирович,03-10-1982,Суворова Стефания Артёмовна,18-08-1984,19-08-2022,542
6464,Муратов Вячеслав Дмитриевич,26-11-1990,Маркова Мария Леоновна,08-03-1998,22-07-2020,4244
6465,Поликарпов Даниил Петрович,05-01-1992,Андреева Варвара Арсентьевна,19-06-1981,09-10-2021,780
6466,Казанцев Марк Назарович,08-01-1991,Колосова Виктория Дмитриевна,08-08-1981,15-09-2021,2497
6467,Медведев Артём Ярославович,19-09-1991,Маркова Мария Леоновна,22-05-1986,20-05-2019,2512
6468,Верещагин Даниил Демидович,04-09-1992,Назарова Вероника Платоновна,08-12-1980,05-03-2023,9882
6469,Смирнов Степан Константинович,13-04-1981,Князева Валерия Ивановна,29-09-1992,09-11-2019,3124
6470,Медведев Александр Платонович,02-08-1989,Макарова София Тимофеевна,08-11-1984,25-10-2018,9578
6471,Васильев Павел Артёмович,01-05-1984,Григорьева Алиса Марковна,20-04-1993,03-05-2023,1687
6472,Медведев Александр Платонович,10-09-1990,Назарова Алина Михайловна,11-12-1993,03-02-2021,7178
6473,Воробьев Савва Павлович,01-05-1991,Смирнова Ясмина Ивановна,17-11-1996,18-12-2018,7744
6474,Новиков Андрей Денисович,09-05-1995,Нечаева Алёна Александровна,30-05-1988,06-06-2022,3323
6475,Мельников Арсений Данилович,09-02-1998,Петровская Ева Егоровна,03-07-1992,01-12-2023,735
6476,Жуков Андрей Петрович,16-12-1998,Баранова Дарья Владимировна,19-07-1987,01-03-2019,4607
6477,Константинов Артемий Викторович,03-07-1982,Ершова София Максимовна,10-09-1997,23-01-2018,7487
6478,Ильин Матвей Максимович,19-04-1981,Васильева Полина Михайловна,29-02-1996,06-08-2021,4428
6479,Сорокин Артём Даниилович,03-06-1996,Панина Таисия Денисовна,03-12-1986,06-04-2018,6646
6480,Дмитриев Тимофей Михайлович,04-09-1993,Вишневская Алисия Андреевна,04-08-1988,14-07-2020,8555
6481,Смирнов Лев Михайлович,07-11-1986,Кошелева Эмилия Максимовна,29-09-1998,13-01-2021,8766
6482,Попов Вячеслав Михайлович,02-02-1985,Колесникова Злата Никитична,21-04-1997,07-03-2018,8663
6483,Иванов Даниил Сергеевич,06-10-1995,Ермакова Анастасия Павловна,07-06-1996,06-01-2022,6135
6484,Казанцев Марк Назарович,04-08-1981,Петровская Амира Тимофеевна,11-05-1980,17-09-2019,159
6485,Воробьев Савва Павлович,08-02-1986,Смирнова Екатерина Михайловна,11-09-1998,01-03-2018,9339
6486,Смирнов Степан Константинович,30-09-1990,Маркова Мария Леоновна,31-05-1982,17-05-2018,8727
6487,Попов Вячеслав Михайлович,09-11-1999,Зайцева Вероника Саввична,25-04-1983,05-09-2018,9675
6488,Сергеев Андрей Иванович,04-05-1987,Добрынина Милана Данииловна,11-12-1994,20-06-2021,1814
6489,Романов Вячеслав Савельевич,12-06-1988,Кузина Полина Ильинична,13-12-1988,11-01-2018,2066
6490,Ефремов Дмитрий Всеволодович,27-07-1986,Смирнова Стефания Всеволодовна,15-02-1988,18-09-2020,6677
6491,Миронов Фёдор Григорьевич,15-07-1991,Кононова Алина Георгиевна,15-12-1990,17-01-2022,9759
6492,Давыдов Иван Матвеевич,30-04-1981,Петрова Юлия Никитична,10-12-1999,23-09-2018,4932
6493,Данилов Владимир Егорович,16-04-1989,Попова Вера Ивановна,10-02-1986,28-08-2022,2794
6494,Осипов Дмитрий Платонович,16-07-1983,Климова Александра Артемьевна,09-03-1987,29-08-2019,3370
6495,Гусев Богдан Александрович,11-12-1995,Лукина Арина Кирилловна,24-07-1991,14-12-2021,1702
6496,Буров Дмитрий Лукич ,28-11-1985,Назарова Алина Михайловна,30-01-1997,02-03-2021,9863
6497,Власов Денис Степанович,14-09-1989,Павлова Александра Ярославовна,31-08-1994,03-11-2023,7825
6498,Иванов Иван Макарович,23-03-1993,Куликова Мелания Платоновна,20-02-1983,19-12-2019,3713
6499,Круглов Роман Максимович,10-09-1989,Кошелева Эмилия Максимовна,06-07-1987,10-05-2019,9344
6500,Дегтярев Илья Тимофеевич,24-12-1985,Комарова Мария Михайловна,30-01-1987,30-12-2018,4989
6501,Иванов Михаил Сергеевич,04-06-1982,Казакова Арина Александровна,30-10-1987,01-03-2022,9969
6502,Симонов Савва Дмитриевич,18-07-1982,Львова Дарина Марковна,04-10-1997,01-07-2020,665
6503,Дмитриев Тимофей Михайлович,20-03-1984,Петровская Амира Тимофеевна,03-02-1998,07-09-2022,252
6504,Романов Вячеслав Савельевич,09-11-1981,Богомолова Лидия Вячеславовна,27-02-1999,19-01-2019,6422
6505,Левин Артемий Степанович,17-07-1980,Казакова Арина Александровна,11-01-1997,11-06-2018,9179
6506,Медведев Александр Платонович,23-03-1995,Львова Дарина Марковна,25-04-1985,27-03-2023,144
6507,Муравьев Тимур Андреевич,16-01-1986,Колосова Виктория Дмитриевна,03-03-1986,16-01-2023,2065
6508,Елисеев Денис Никитич,27-05-1982,Иванова Алиса Тихоновна,18-11-1982,08-03-2019,1844
6509,Овчинников Владимир Алексеевич,26-10-1991,Назарова Ульяна Арсеновна,28-05-1990,01-12-2019,2964
6510,Горшков Егор Артёмович,08-08-1993,Добрынина Милана Данииловна,21-11-1996,20-03-2021,7626
6511,Винокуров Степан Николаевич,08-06-1992,Ершова София Максимовна,14-04-1994,05-12-2019,4829
6512,Сергеев Марк Алиевич,04-09-1986,Морозова Дарина Артёмовна,24-07-1990,10-10-2021,8418
6513,Елисеев Денис Никитич,26-08-1998,Кудряшова Полина Алиевна,25-07-1997,22-12-2019,4326
6514,Белоусов Фёдор Даниилович,06-10-1989,Козлова Ясмина Михайловна,31-07-1991,24-03-2021,3503
6515,Царев Мартин Андреевич,08-12-1992,Петровская Ева Егоровна,22-02-1984,19-09-2021,7627
6516,Пантелеев Максим Алексеевич,08-10-1996,Григорьева Ксения Данииловна,28-04-1984,21-06-2019,6495
6517,Васильев Павел Артёмович,21-11-1986,Зайцева Вероника Саввична,28-01-1995,21-12-2019,4648
6518,Белоусов Фёдор Даниилович,08-08-1990,Смирнова Екатерина Михайловна,26-04-1986,28-01-2018,9401
6519,Романов Вячеслав Савельевич,25-02-1992,Куликова Дарья Георгиевна,11-02-1995,02-09-2019,3076
6520,Лебедев Тимур Максимович,07-01-1981,Кононова Алина Георгиевна,25-01-1987,22-02-2019,4012
6521,Смирнов Дмитрий Григорьевич,24-06-1995,Алексеева Ульяна Тимофеевна,11-02-1984,19-05-2018,5124
6522,Симонов Савва Дмитриевич,22-11-1982,Лаврентьева Таисия Артёмовна,26-08-1983,29-03-2023,7943
6523,Новиков Виктор Маркович,21-01-1998,Смирнова Варвара Борисовна,03-01-1988,22-04-2021,9894
6524,Верещагин Даниил Демидович,19-02-1982,Зайцева Ксения Артемьевна,26-10-1997,20-12-2023,5864
6525,Винокуров Степан Николаевич,02-09-1987,Николаева Алиса Григорьевна,21-08-1983,17-01-2018,4187
6526,Власов Денис Степанович,15-12-1984,Комарова Мария Михайловна,02-07-1996,27-02-2021,8907
6527,Васильев Егор Тимофеевич,24-08-1999,Зайцева Вероника Саввична,04-06-1988,02-02-2019,3087
6528,Герасимов Давид Петрович,17-06-1980,Алексеева Ульяна Тимофеевна,13-09-1997,01-08-2018,2540
6529,Ефремов Дмитрий Всеволодович,06-12-1983,Кузьмина Айлин Степановна,12-03-1981,03-12-2020,7469
6530,Белов Евгений Артёмович,10-02-1988,Ершова София Максимовна,07-05-1998,15-06-2022,4688
6531,Симонов Савва Дмитриевич,27-10-1992,Иванова Анна Григорьевна,29-05-1993,23-06-2019,3802
6532,Сорокин Артём Даниилович,01-03-1995,Ершова София Максимовна,07-08-1983,21-01-2022,4247
6533,Поликарпов Даниил Петрович,06-11-1981,Комарова Мария Михайловна,18-04-1997,31-12-2022,947
6534,Марков Максим Александрович,18-01-1999,Григорьева Ксения Данииловна,21-07-1984,23-04-2020,3925
6535,Новиков Андрей Денисович,19-11-1989,Трофимова Ангелина Матвеевна,29-08-1985,02-01-2022,1732
6536,Воробьев Савва Павлович,29-12-1994,Суворова Стефания Артёмовна,09-02-1999,30-10-2023,9825
6537,Белоусов Фёдор Даниилович,16-03-1998,Ершова София Максимовна,07-07-1985,07-03-2022,405
6538,Дегтярев Илья Тимофеевич,09-07-1986,Смирнова Ясмина Ивановна,17-10-1996,16-06-2023,9439
6539,Фетисов Кирилл Артемьевич,23-04-1995,Борисова София Фёдоровна,27-03-1994,19-10-2021,1002
6540,Смирнов Дмитрий Григорьевич,13-09-1987,Зайцева Вероника Саввична,10-06-1990,17-02-2018,1707
6541,Горшков Егор Артёмович,19-03-1990,Богомолова Лидия Вячеславовна,03-04-1983,14-10-2023,3610
6542,Фетисов Кирилл Артемьевич,30-11-1986,Антипова София Игоревна,05-03-1984,11-05-2020,9733
6543,Васильев Павел Артёмович,02-04-1982,Андреева Варвара Арсентьевна,27-01-1986,05-06-2023,7612
6544,Титов Артур Артёмович,20-06-1982,Крылова Елизавета Владиславовна,14-11-1982,11-12-2023,1342
6545,Дегтярев Илья Тимофеевич,06-10-1989,Кононова Алина Георгиевна,24-10-1995,12-02-2019,3336
6546,Макаров Давид Артурович,13-10-1991,Кузина Полина Ильинична,27-08-1980,29-10-2020,1235
6547,Фомин Лев Александрович,31-12-1998,Кононова Алина Георгиевна,05-11-1987,26-08-2022,5463
6548,Васильев Егор Тимофеевич,20-04-1988,Маркова Мария Леоновна,17-02-1995,09-02-2023,4121
6549,Соловьев Илья Денисович,14-09-1992,Князева Валерия Ивановна,07-11-1996,07-05-2023,1213
6550,Корнилов Олег Вадимович,04-11-1990,Попова Вера Ивановна,26-10-1992,15-12-2022,2903
6551,Иванов Михаил Сергеевич,21-08-1991,Зайцева Виктория Никитична,31-08-1985,16-08-2021,3026
6552,Новиков Андрей Денисович,01-11-1983,Николаева Алиса Григорьевна,13-06-1992,24-07-2020,4589
6553,Крючков Алексей Васильевич,04-05-1986,Смирнова Дарья Леонидовна,23-01-1996,14-03-2023,794
6554,Поликарпов Даниил Петрович,09-07-1999,Крылова Елизавета Владиславовна,16-02-1988,19-01-2019,1091
6555,Казанцев Марк Назарович,12-04-1991,Рябова Елизавета Владимировна,02-05-1984,08-08-2020,2056
6556,Кузнецов Михаил Демидович,22-10-1998,Нечаева Алёна Александровна,19-11-1993,02-03-2018,9536
6557,Хромов Кирилл Александрович,03-09-1998,Самсонова Виктория Степановна,24-11-1996,29-09-2018,3063
6558,Горбачев Александр Тихонович,16-04-1989,Маркова Мария Леоновна,17-06-1994,11-07-2022,7587
6559,Беляков Матвей Егорович,02-02-1995,Бабушкина Амина Давидовна,29-12-1990,02-07-2019,8976
6560,Дегтярев Илья Тимофеевич,12-11-1998,Панина Таисия Денисовна,27-07-1983,27-08-2023,8624
6561,Федоров Вячеслав Юрьевич,17-02-1981,Ермакова Анастасия Павловна,20-06-1984,07-10-2023,936
6562,Поликарпов Даниил Петрович,03-08-1997,Лебедева Мария Егоровна,18-02-1989,14-12-2021,5752
6563,Ефремов Дмитрий Всеволодович,26-10-1992,Кононова Алина Георгиевна,30-08-1992,31-05-2020,4761
6564,Белов Евгений Артёмович,31-05-1986,Комарова Мария Михайловна,15-03-1982,28-08-2019,7163
6565,Жуков Андрей Петрович,11-06-1985,Козлова Мария Алексеевна,21-09-1991,19-04-2018,4647
6566,Дубинин Мирон Егорович,10-12-1989,Старостина Ульяна Даниэльевна,29-05-1983,07-12-2019,2427
6567,Фетисов Кирилл Артемьевич,14-02-1996,Кочеткова Полина Робертовна,21-11-1985,23-06-2021,6797
6568,Буров Дмитрий Лукич ,24-12-1995,Степанова Екатерина Владимировна,18-05-1988,08-09-2021,5575
6569,Буров Дмитрий Лукич ,26-09-1993,Васильева Полина Михайловна,15-05-1982,17-02-2023,1231
6570,Корнилов Олег Вадимович,27-07-1982,Смирнова Екатерина Михайловна,11-11-1998,29-11-2020,1116
6571,Иванов Даниил Сергеевич,30-11-1987,Иванова Алиса Тихоновна,18-08-1986,18-08-2020,1338
6572,Круглов Роман Максимович,03-08-1988,Иванова Алиса Тихоновна,09-06-1984,05-12-2021,1239
6573,Иванов Даниил Сергеевич,31-05-1990,Суворова Стефания Артёмовна,11-10-1989,30-10-2021,7200
6574,Ильин Матвей Максимович,05-01-1995,Борисова Вероника Савельевна,29-10-1983,17-01-2020,1791
6575,Иванов Даниил Сергеевич,31-08-1998,Климова Александра Артемьевна,16-07-1999,08-07-2018,3184
6576,Царев Мартин Андреевич,24-02-1996,Львова Дарина Марковна,27-11-1987,31-01-2021,732
6577,Егоров Максим Даниилович,21-09-1980,Климова Александра Артемьевна,31-10-1990,12-04-2018,6100
6578,Иванов Владимир Владиславович,15-01-1998,Павлова Александра Ярославовна,25-09-1983,20-04-2022,5290
6579,Яковлев Даниил Георгиевич,13-12-1996,Климова Александра Артемьевна,07-01-1986,05-11-2019,3945
6580,Федоров Вячеслав Юрьевич,01-05-1991,Лукина Арина Кирилловна,10-05-1998,31-08-2022,5075
6581,Калачев Всеволод Леонидович,11-01-1986,Дубова Ксения Алексеевна,05-01-1988,25-08-2018,4354
6582,Корнилов Олег Вадимович,20-01-1994,Ермакова Анастасия Павловна,08-05-1983,15-07-2023,5573
6583,Воронин Савелий Иванович,21-07-1984,Комарова Мария Михайловна,01-10-1999,05-02-2021,5356
6584,Романов Вячеслав Савельевич,04-07-1983,Добрынина Милана Данииловна,15-02-1986,22-09-2019,1531
6585,Яковлев Даниил Георгиевич,28-05-1996,Мартынова Полина Ивановна,30-12-1994,05-07-2019,286
6586,Егоров Максим Даниилович,03-09-1982,Григорьева Алиса Марковна,23-08-1989,19-05-2018,7433
6587,Царев Мартин Андреевич,08-04-1980,Головина Анисия Михайловна,24-02-1995,09-04-2019,4062
6588,Фетисов Кирилл Артемьевич,10-02-1982,Борисова София Фёдоровна,17-10-1987,24-03-2018,8976
6589,Калачев Всеволод Леонидович,25-12-1995,Князева Валерия Ивановна,02-09-1981,05-09-2018,3596
6590,Новиков Андрей Денисович,20-05-1989,Куликова Мелания Платоновна,12-01-1986,24-04-2019,4689
6591,Медведев Артём Ярославович,16-06-1981,Петровская Ева Егоровна,23-12-1980,27-03-2019,6537
6592,Дегтярев Илья Тимофеевич,12-02-1994,Колесникова Злата Никитична,27-04-1999,31-10-2020,5126
6593,Винокуров Кирилл Алиевич,29-08-1990,Вишневская Алисия Андреевна,14-01-1983,17-05-2021,7145
6594,Васильев Егор Тимофеевич,31-03-1987,Хромова Варвара Леоновна,21-05-1997,02-10-2023,9450
6595,Макаров Давид Артурович,18-08-1984,Дроздова Марина Михайловна,22-06-1998,09-10-2019,5787
6596,Петров Матвей Юрьевич,28-08-1983,Павлова Александра Ярославовна,12-03-1998,07-02-2023,3378
6597,Овчинников Владимир Алексеевич,04-07-1998,Савельева София Мироновна,03-09-1995,01-10-2022,353
6598,Князев Марк Вадимович,04-09-1992,Богомолова Лидия Вячеславовна,21-10-1999,14-03-2021,8483
6599,Иванов Владимир Владиславович,17-10-1983,Колосова Виктория Дмитриевна,13-01-1984,13-01-2022,5163
6600,Смирнов Лев Михайлович,10-05-1990,Морозова Ева Данииловна,14-06-1980,16-01-2023,1577
